Date,Price Volatility
2010-11-30,198.2483698889824
2010-12-01,203.25577250418314
2010-12-02,203.12079708675353
2010-12-03,206.65383033061997
2010-12-04,206.65383033061997
2010-12-05,205.84810683923874
2010-12-06,203.10371081246677
2010-12-07,168.4603043927925
2010-12-08,172.31741203062367
2010-12-09,158.69431199186192
2010-12-10,156.40390792256466
2010-12-11,154.4201764992913
2010-12-12,158.19935818279006
2010-12-13,139.90113956933644
2010-12-14,139.06049161445753
2010-12-15,142.95113681949186
2010-12-16,142.51334130787393
2010-12-17,137.20400667168212
2010-12-18,136.4631445713771
2010-12-19,133.61084979538467
2010-12-20,133.49266164505076
2010-12-21,140.2159035090423
2010-12-22,142.68022475137224
2010-12-23,142.6802247513722
2010-12-24,142.6802247513722
2010-12-25,142.6802247513722
2010-12-26,142.6802247513722
2010-12-27,143.46462192968264
2010-12-28,144.14874059201532
2010-12-29,144.74416791914985
2010-12-30,135.46323829166838
2010-12-31,125.62350052732579
2011-01-01,125.05610579172276
2011-01-02,117.67069347982066
2011-01-03,117.67069347982066
2011-01-04,107.35693783137486
2011-01-05,100.4789836784838
2011-01-06,100.4789836784838
2011-01-07,96.11889713064468
2011-01-08,94.16237135342583
2011-01-09,78.90003716169677
2011-01-10,75.78374886619422
2011-01-11,70.39933409355609
2011-01-12,70.39933409355609
2011-01-13,70.39933409355609
2011-01-14,65.54457768051485
2011-01-15,83.87268402302978
2011-01-16,84.67999114739708
2011-01-17,84.67999114739708
2011-01-18,94.86418584315751
2011-01-19,99.63909232481288
2011-01-20,92.60612577107409
2011-01-21,105.85702618275907
2011-01-22,110.22763870927082
2011-01-23,111.64111343133074
2011-01-24,111.64111343133074
2011-01-25,113.78797511241599
2011-01-26,113.65901676651663
2011-01-27,113.51208860230605
2011-01-28,113.29217289818443
2011-01-29,111.62099734023077
2011-01-30,111.62099734023077
2011-01-31,113.03357391588068
2011-02-01,116.78715411875702
2011-02-02,158.18272780272446
2011-02-03,158.1827278027244
2011-02-04,159.1391526870034
2011-02-05,163.94943914695708
2011-02-06,164.84470998697208
2011-02-07,164.98770046094242
2011-02-08,165.32833787549143
2011-02-09,164.88068192375147
2011-02-10,167.7643209849874
2011-02-11,170.75227083540915
2011-02-12,170.44535309503232
2011-02-13,170.42037258190857
2011-02-14,165.44022388375868
2011-02-15,164.22118419911433
2011-02-16,164.8384118838332
2011-02-17,157.31949837981372
2011-02-18,151.60970618763542
2011-02-19,162.94818022464415
2011-02-20,154.7555755255927
2011-02-21,158.03533761048095
2011-02-22,157.6103578608677
2011-02-23,157.48158487322837
2011-02-24,155.51709263628445
2011-02-25,156.59914853000396
2011-02-26,158.21142119264914
2011-02-27,158.31009373627379
2011-02-28,160.1537337992546
2011-03-01,161.7688027721652
2011-03-02,162.20177580701602
2011-03-03,160.1099748665739
2011-03-04,115.97230788063004
2011-03-05,116.42064029348319
2011-03-06,115.90675269591938
2011-03-07,105.5528398862849
2011-03-08,100.5549142974418
2011-03-09,100.86694479695981
2011-03-10,100.87042268441138
2011-03-11,102.1644569191921
2011-03-12,92.0815369210134
2011-03-13,90.3339978253069
2011-03-14,87.53832384113147
2011-03-15,86.19746474723352
2011-03-16,86.27967714844607
2011-03-17,85.81547478307907
2011-03-18,85.91004850797832
2011-03-19,87.05635565502877
2011-03-20,87.64890340143396
2011-03-21,73.02040024196893
2011-03-22,71.72541986494547
2011-03-23,69.4923209240101
2011-03-24,71.60018739697915
2011-03-25,71.60018739697915
2011-03-26,70.68417312188784
2011-03-27,63.58149967558398
2011-03-28,64.01054898245081
2011-03-29,64.15982776824129
2011-03-30,63.12675474918962
2011-03-31,61.44531634655169
2011-04-01,54.17729146692823
2011-04-02,54.194523259726175
2011-04-03,54.19452325972617
2011-04-04,53.922749787799624
2011-04-05,67.73237608684828
2011-04-06,67.18467092855076
2011-04-07,70.0650697879626
2011-04-08,70.77003356447044
2011-04-09,70.74894029682757
2011-04-10,67.27037253680804
2011-04-11,67.07930214919067
2011-04-12,68.27948639125505
2011-04-13,79.32908137520633
2011-04-14,83.95628189336354
2011-04-15,85.30793319549966
2011-04-16,85.29963350834204
2011-04-17,85.97956165501655
2011-04-18,84.54990782167322
2011-04-19,83.90943766931
2011-04-20,83.44068444157571
2011-04-21,84.64261428457435
2011-04-22,83.33611632424764
2011-04-23,90.20346261614974
2011-04-24,107.18395085955692
2011-04-25,107.1355929504165
2011-04-26,109.3992637127352
2011-04-27,109.88057151761357
2011-04-28,110.98721174371481
2011-04-29,112.74624306087665
2011-04-30,136.36034455481496
2011-05-01,147.75575903963795
2011-05-02,155.32174739804833
2011-05-03,154.45208968097688
2011-05-04,153.51220267651314
2011-05-05,141.098138004752
2011-05-06,142.07052964938305
2011-05-07,142.30131508075317
2011-05-08,142.04230479230011
2011-05-09,140.77516129741036
2011-05-10,140.30861326123207
2011-05-11,168.32784510703414
2011-05-12,168.6032114055587
2011-05-13,168.6332500761194
2011-05-14,181.27956881110688
2011-05-15,185.32215862728899
2011-05-16,192.91083289581493
2011-05-17,194.59332275385165
2011-05-18,200.49983498729236
2011-05-19,204.1725389969154
2011-05-20,205.68961538474957
2011-05-21,215.60087321812722
2011-05-22,215.93802678589293
2011-05-23,214.9996539954085
2011-05-24,210.15395127991218
2011-05-25,210.00580937079795
2011-05-26,207.89986899054622
2011-05-27,207.35309399306402
2011-05-28,208.007831171888
2011-05-29,208.46628151954954
2011-05-30,194.5985369511587
2011-05-31,183.6877040841778
2011-06-01,178.17795696927348
2011-06-02,178.45144722017523
2011-06-03,179.76297451497783
2011-06-04,198.258982467252
2011-06-05,209.58677756693558
2011-06-06,211.876728082072
2011-06-07,212.13770641300204
2011-06-08,215.84295912390658
2011-06-09,225.6871228370778
2011-06-10,205.21812378881125
2011-06-11,221.7934869733974
2011-06-12,272.4477666784318
2011-06-13,260.83834739526696
2011-06-14,262.5675303798395
2011-06-15,259.97861181574245
2011-06-16,257.2297784042255
2011-06-17,258.1127828342346
2011-06-18,263.4969589152
2011-06-19,263.13717519151163
2011-06-20,255.63653156359854
2011-06-21,256.02129824137944
2011-06-22,255.6923031320781
2011-06-23,255.34228946091454
2011-06-24,255.5556807098507
2011-06-25,254.00519319491525
2011-06-26,253.87001291150122
2011-06-27,256.6480562901918
2011-06-28,256.33471469722855
2011-06-29,256.2829134834523
2011-06-30,256.33867690697986
2011-07-01,257.00393652582744
2011-07-02,257.39229340412686
2011-07-03,255.8741389375837
2011-07-04,237.29085173478208
2011-07-05,221.35381743228265
2011-07-06,223.34805319833634
2011-07-07,227.07561532657652
2011-07-08,218.186058285175
2011-07-09,194.79183322877358
2011-07-10,194.17102607684558
2011-07-11,186.37432425742128
2011-07-12,121.50601180214241
2011-07-13,118.17635800325267
2011-07-14,105.72494427205218
2011-07-15,105.39037626632681
2011-07-16,104.9230207419585
2011-07-17,101.1892970986699
2011-07-18,90.109901602731
2011-07-19,87.59680977858619
2011-07-20,85.78307928749513
2011-07-21,85.86833562817426
2011-07-22,85.83381638851725
2011-07-23,85.87563183823197
2011-07-24,85.85950351674515
2011-07-25,86.33880994695954
2011-07-26,86.66311880969914
2011-07-27,81.59265004297892
2011-07-28,79.03713498505977
2011-07-29,79.34184005523447
2011-07-30,79.35190017862762
2011-07-31,78.8537581544283
2011-08-01,77.83337411916587
2011-08-02,78.06482453268946
2011-08-03,81.38901605776655
2011-08-04,105.56846467135482
2011-08-05,105.59525497135851
2011-08-06,93.12514763921173
2011-08-07,145.11434466020862
2011-08-08,149.632177921492
2011-08-09,149.47613966343394
2011-08-10,173.5871885835561
2011-08-11,173.39207733588233
2011-08-12,173.99573210757256
2011-08-13,173.98703182819338
2011-08-14,175.82534711803862
2011-08-15,178.18505604485424
2011-08-16,179.23849395678076
2011-08-17,179.08498830219608
2011-08-18,179.06863753181628
2011-08-19,177.88027865850486
2011-08-20,179.36434019705817
2011-08-21,179.36290592804264
2011-08-22,179.34209744528837
2011-08-23,179.59331090868938
2011-08-24,179.37912127509378
2011-08-25,179.18957060345895
2011-08-26,182.1382916901674
2011-08-27,188.8409301492321
2011-08-28,189.27156861858631
2011-08-29,190.4546918871579
2011-08-30,190.39057136103733
2011-08-31,190.37848913601607
2011-09-01,191.0586035141429
2011-09-02,189.9885125492595
2011-09-03,176.2283751935217
2011-09-04,173.62459850242652
2011-09-05,172.95878742929887
2011-09-06,129.1456021119241
2011-09-07,131.8434669486822
2011-09-08,132.95454298821144
2011-09-09,102.17813162170711
2011-09-10,131.93674480868557
2011-09-11,131.94222266238393
2011-09-12,152.25357227557532
2011-09-13,150.30257691506682
2011-09-14,147.13766812569793
2011-09-15,145.1694745348207
2011-09-16,149.82735132099972
2011-09-17,149.70855246282133
2011-09-18,149.61109127418936
2011-09-19,151.1875878678671
2011-09-20,152.70941612478285
2011-09-21,162.12369807247964
2011-09-22,163.55411405438474
2011-09-23,163.334802886031
2011-09-24,163.95681547696316
2011-09-25,161.40625689203563
2011-09-26,153.7662977627513
2011-09-27,154.86461443256914
2011-09-28,153.1523748445829
2011-09-29,153.09025784853313
2011-09-30,153.20040166516117
2011-10-01,155.5960433146703
2011-10-02,155.58220895572916
2011-10-03,154.39331485260092
2011-10-04,154.36684229435403
2011-10-05,154.18777366856764
2011-10-06,152.95296134477482
2011-10-07,148.92481137350964
2011-10-08,150.22333841136674
2011-10-09,150.17626379092638
2011-10-10,124.03799905394325
2011-10-11,122.92737595342042
2011-10-12,99.48962404266953
2011-10-13,100.86671269522749
2011-10-14,100.25087586261556
2011-10-15,99.86685476865692
2011-10-16,90.69513093450657
2011-10-17,93.38726973156783
2011-10-18,133.69417377181125
2011-10-19,130.18477304950005
2011-10-20,130.82902956711973
2011-10-21,119.09220726633957
2011-10-22,125.39545998630555
2011-10-23,145.97828316269275
2011-10-24,145.76129578356438
2011-10-25,153.2949521776784
2011-10-26,154.40650793266278
2011-10-27,153.03090484140608
2011-10-28,156.6063756313517
2011-10-29,158.5574633710738
2011-10-30,165.51078581245073
2011-10-31,164.15463955821141
2011-11-01,164.2775236018145
2011-11-02,164.2457388108923
2011-11-03,164.7296651521153
2011-11-04,164.72913685909396
2011-11-05,164.7339084133421
2011-11-06,164.89460138405713
2011-11-07,162.3122962080992
2011-11-08,161.57208307634912
2011-11-09,161.23622006007582
2011-11-10,161.3820045678427
2011-11-11,161.41210570890547
2011-11-12,162.14055261291145
2011-11-13,162.24577606664408
2011-11-14,162.24111329583673
2011-11-15,180.32390873454045
2011-11-16,179.2053714261229
2011-11-17,153.39225735130677
2011-11-18,156.39941944018227
2011-11-19,154.37341747651726
2011-11-20,155.12095146707878
2011-11-21,151.5009688179936
2011-11-22,134.79821474802714
2011-11-23,135.16810976632766
2011-11-24,124.63764102515697
2011-11-25,125.14812046252253
2011-11-26,125.54082431695295
2011-11-27,122.16868738321098
2011-11-28,120.13850169967967
2011-11-29,111.26604871917102
2011-11-30,114.8896325514366
2011-12-01,116.6689298628804
2011-12-02,117.52333582199061
2011-12-03,117.40081298779178
2011-12-04,120.75885150061022
2011-12-05,120.86802743449309
2011-12-06,120.6420603125012
2011-12-07,121.62136298108102
2011-12-08,121.48648025759523
2011-12-09,121.31814314110262
2011-12-10,120.88294784011738
2011-12-11,120.21046755543074
2011-12-12,120.18723604032722
2011-12-13,120.46501196766634
2011-12-14,120.49989657343149
2011-12-15,85.72923971450884
2011-12-16,85.06914998044662
2011-12-17,81.4938061296541
2011-12-18,68.70013504016698
2011-12-19,62.34950265975271
2011-12-20,65.65805307674665
2011-12-21,77.26305986666813
2011-12-22,77.98233844756128
2011-12-23,78.93857367868188
2011-12-24,78.8369203449305
2011-12-25,78.54883839301553
2011-12-26,80.10948718266367
2011-12-27,81.9786802254382
2011-12-28,81.7592046710631
2011-12-29,81.83942649594394
2011-12-30,77.43271576168428
2011-12-31,75.67194230076421
2012-01-01,81.0477249288299
2012-01-02,87.90647871281273
2012-01-03,80.2633283642998
2012-01-04,84.25787711592686
2012-01-05,88.9460284591215
2012-01-06,104.71995756604423
2012-01-07,104.25609866043376
2012-01-08,103.6909406500808
2012-01-09,103.51774702890916
2012-01-10,114.59098165643461
2012-01-11,114.05000565588199
2012-01-12,113.92386761759666
2012-01-13,114.73080528977611
2012-01-14,115.03116581741357
2012-01-15,115.01773850353679
2012-01-16,114.73558388046906
2012-01-17,116.45768979826788
2012-01-18,125.83782998049438
2012-01-19,124.36375291180457
2012-01-20,117.98390610730151
2012-01-21,117.80059581091803
2012-01-22,118.55481108357317
2012-01-23,118.54055907922758
2012-01-24,118.54055907922758
2012-01-25,117.51103084812137
2012-01-26,121.20272127250259
2012-01-27,123.19380195176421
2012-01-28,124.25183628765443
2012-01-29,125.58763330651226
2012-01-30,126.60992443108694
2012-01-31,122.3378339772791
2012-02-01,116.2018421600012
2012-02-02,117.84007125122234
2012-02-03,115.66966670748643
2012-02-04,110.91598035406004
2012-02-05,90.80959605842749
2012-02-06,90.13540147144258
2012-02-07,90.12821889536498
2012-02-08,88.70015087715531
2012-02-09,80.30966950047416
2012-02-10,80.44365782515055
2012-02-11,77.36926539045182
2012-02-12,78.37395492512536
2012-02-13,77.74491965997223
2012-02-14,77.66002930554045
2012-02-15,92.47323022787846
2012-02-16,92.19018335084347
2012-02-17,86.15354308251972
2012-02-18,88.4830693286475
2012-02-19,86.60310156885286
2012-02-20,87.25896004212666
2012-02-21,86.92426014116765
2012-02-22,86.52303828631915
2012-02-23,87.97774739687368
2012-02-24,97.13906042927925
2012-02-25,93.20446861393712
2012-02-26,92.1233057543293
2012-02-27,91.86190165185663
2012-02-28,89.03948073103214
2012-02-29,88.44690063569708
2012-03-01,88.2727215758466
2012-03-02,89.00232513781019
2012-03-03,87.38986151019714
2012-03-04,85.9327918670627
2012-03-05,87.36849235286564
2012-03-06,87.90963077206796
2012-03-07,87.4931963414218
2012-03-08,87.38348774610729
2012-03-09,86.90169568586275
2012-03-10,86.87695534700288
2012-03-11,86.59805219009762
2012-03-12,85.5407372521902
2012-03-13,84.58792263952358
2012-03-14,88.09211247170451
2012-03-15,87.6904376687819
2012-03-16,66.55382662801709
2012-03-17,66.03043626168943
2012-03-18,62.805889551765844
2012-03-19,61.471952038183886
2012-03-20,67.16589585330719
2012-03-21,65.55790563499123
2012-03-22,65.14567709946623
2012-03-23,65.105054378859
2012-03-24,64.28906360707299
2012-03-25,52.03302014410187
2012-03-26,52.280979092206124
2012-03-27,51.621973698924826
2012-03-28,51.03688472603925
2012-03-29,51.35483708656187
2012-03-30,50.99225027159316
2012-03-31,50.93682321194226
2012-04-01,50.09289659944327
2012-04-02,47.69180021604945
2012-04-03,48.56379012535871
2012-04-04,46.8596680514
2012-04-05,46.07400084508987
2012-04-06,46.044673069073326
2012-04-07,45.999929028155606
2012-04-08,48.435153043700865
2012-04-09,48.45733289335041
2012-04-10,48.6730196534705
2012-04-11,48.67582936553656
2012-04-12,49.12366324302139
2012-04-13,42.72385804361
2012-04-14,41.31687690287199
2012-04-15,41.347360208034125
2012-04-16,40.93731978720482
2012-04-17,40.86889503765301
2012-04-18,41.01824545262345
2012-04-19,29.24930311766554
2012-04-20,29.07560577769688
2012-04-21,30.095999092335752
2012-04-22,29.62193962651215
2012-04-23,29.948268122777183
2012-04-24,31.004818493445683
2012-04-25,30.166992254382173
2012-04-26,30.136631538734697
2012-04-27,29.817791636204447
2012-04-28,29.487182695986668
2012-04-29,30.993863634325397
2012-04-30,30.746376703318226
2012-05-01,30.464054469778524
2012-05-02,29.517579568829365
2012-05-03,28.203708494847135
2012-05-04,28.194890860021328
2012-05-05,28.191303898747126
2012-05-06,28.350472561984088
2012-05-07,28.230595923817397
2012-05-08,23.35503898286279
2012-05-09,23.436624802201713
2012-05-10,23.19534798771773
2012-05-11,24.144686497680308
2012-05-12,23.285607004669988
2012-05-13,23.241356973966326
2012-05-14,23.234146474631547
2012-05-15,23.060027568699702
2012-05-16,22.87977546678634
2012-05-17,23.432676740014326
2012-05-18,23.20847153464258
2012-05-19,21.162782589590726
2012-05-20,21.017423306098575
2012-05-21,18.96275681924383
2012-05-22,18.986824978866604
2012-05-23,18.287390478145422
2012-05-24,16.797057674532873
2012-05-25,16.807059867890434
2012-05-26,16.468907649316
2012-05-27,16.291650308884225
2012-05-28,16.29159367774022
2012-05-29,13.374739964429136
2012-05-30,13.362670668089073
2012-05-31,13.362670668089073
2012-06-01,13.358880121113621
2012-06-02,13.257392143739343
2012-06-03,13.248384514331514
2012-06-04,13.345163373216488
2012-06-05,13.068573750219807
2012-06-06,16.86374089117698
2012-06-07,16.899066562627457
2012-06-08,17.407560707442283
2012-06-09,17.63486644847951
2012-06-10,16.451643520367828
2012-06-11,18.18225845133993
2012-06-12,18.36167302180476
2012-06-13,19.99089949739915
2012-06-14,25.691190866017624
2012-06-15,26.153795220498896
2012-06-16,31.35544121190458
2012-06-17,32.00180339033334
2012-06-18,34.40964025528291
2012-06-19,34.45339595651208
2012-06-20,34.50962412320192
2012-06-21,34.796918706075786
2012-06-22,34.6874289007393
2012-06-23,35.56479018339925
2012-06-24,37.01341978799695
2012-06-25,37.536214267605615
2012-06-26,37.710641262500104
2012-06-27,37.74166735649573
2012-06-28,38.46846947685097
2012-06-29,38.512164255026
2012-06-30,38.44457684051696
2012-07-01,38.41064835110712
2012-07-02,38.83899808998299
2012-07-03,38.694042652126626
2012-07-04,40.802752977472736
2012-07-05,40.830715496837065
2012-07-06,40.33348722876945
2012-07-07,40.43864744319837
2012-07-08,40.4385652380423
2012-07-09,40.531340932831625
2012-07-10,40.212387212770935
2012-07-11,40.22801242384382
2012-07-12,40.33735103516585
2012-07-13,41.598359772344295
2012-07-14,40.37204770314345
2012-07-15,41.29046018376568
2012-07-16,37.605371808610684
2012-07-17,45.55631858473485
2012-07-18,44.818544058185196
2012-07-19,46.61088437654521
2012-07-20,46.6302618606448
2012-07-21,54.192357047783624
2012-07-22,56.317879136044276
2012-07-23,58.42788586691888
2012-07-24,57.40747709495733
2012-07-25,56.899888645049494
2012-07-26,56.58294137155167
2012-07-27,56.67970531016786
2012-07-28,56.294700825298335
2012-07-29,56.211648339371905
2012-07-30,57.576286963015455
2012-07-31,58.04489170302279
2012-08-01,57.98390260119827
2012-08-02,57.971286205484574
2012-08-03,62.56914441924966
2012-08-04,63.26152572543439
2012-08-05,63.268150463988796
2012-08-06,65.2696415954193
2012-08-07,65.29078717115506
2012-08-08,65.28761948204061
2012-08-09,65.26089312692663
2012-08-10,64.91866516157388
2012-08-11,64.68818391979758
2012-08-12,63.97760578536861
2012-08-13,63.77809886532061
2012-08-14,62.99737083578484
2012-08-15,62.798969755276694
2012-08-16,60.72511937687489
2012-08-17,60.55933822797554
2012-08-18,73.21344407574936
2012-08-19,73.94352234661898
2012-08-20,138.10866471035436
2012-08-21,146.4401981392918
2012-08-22,145.81045610817918
2012-08-23,145.80786469231901
2012-08-24,145.8232789176226
2012-08-25,146.19653739068403
2012-08-26,146.10448462106083
2012-08-27,146.10736516302887
2012-08-28,146.3609550702438
2012-08-29,145.89772439590573
2012-08-30,145.7449090390411
2012-08-31,145.56873923558692
2012-09-01,147.14402649982364
2012-09-02,143.55938634348107
2012-09-03,142.400321874896
2012-09-04,142.75036012024833
2012-09-05,142.34383724359645
2012-09-06,142.9710303329616
2012-09-07,143.09631648431957
2012-09-08,143.1015279023025
2012-09-09,142.99908848721725
2012-09-10,142.8891287818211
2012-09-11,142.8690974159273
2012-09-12,142.34717114207564
2012-09-13,142.32734153105153
2012-09-14,142.12724875780896
2012-09-15,140.3933847027359
2012-09-16,139.7361335108409
2012-09-17,134.71225347399044
2012-09-18,134.52993567525212
2012-09-19,60.457573378451144
2012-09-20,36.40333667688027
2012-09-21,36.1229748876515
2012-09-22,36.733769361727646
2012-09-23,36.8298590144412
2012-09-24,35.74803041570489
2012-09-25,35.78398323851712
2012-09-26,35.76088574194788
2012-09-27,34.55994132200329
2012-09-28,34.55989533148267
2012-09-29,34.32096073605608
2012-09-30,33.98130641629891
2012-10-01,25.358637707135312
2012-10-02,25.064681417673075
2012-10-03,25.429226183563156
2012-10-04,24.34293603815711
2012-10-05,23.81483370164061
2012-10-06,20.880126406731105
2012-10-07,22.819303081458937
2012-10-08,27.542271041910286
2012-10-09,30.10819907308944
2012-10-10,32.6399882025457
2012-10-11,32.75486421848702
2012-10-12,32.66081176854323
2012-10-13,32.66394316495384
2012-10-14,33.06534626983094
2012-10-15,32.110128503888085
2012-10-16,32.084744336274646
2012-10-17,31.328714015757573
2012-10-18,31.341003625244415
2012-10-19,30.52394887755141
2012-10-20,28.620966356152337
2012-10-21,28.56239514308694
2012-10-22,28.686428656530335
2012-10-23,29.092432711725767
2012-10-24,28.95334578906403
2012-10-25,28.971046009823656
2012-10-26,36.39801524920489
2012-10-27,41.10144518923811
2012-10-28,41.23365773297626
2012-10-29,42.232140714876785
2012-10-30,42.20181317195322
2012-10-31,42.75514391442129
2012-11-01,43.45027622069763
2012-11-02,42.6386743974812
2012-11-03,43.071512850212805
2012-11-04,43.091545982114205
2012-11-05,43.279379907544836
2012-11-06,42.91479532189326
2012-11-07,41.27135672931133
2012-11-08,39.99411934039027
2012-11-09,37.40144163911142
2012-11-10,37.06206203934635
2012-11-11,37.13258394364727
2012-11-12,37.13043225866969
2012-11-13,37.80344951055398
2012-11-14,37.804416559391775
2012-11-15,37.79757165930139
2012-11-16,39.1593867041305
2012-11-17,40.86929530258281
2012-11-18,40.97465941083176
2012-11-19,40.71255916723319
2012-11-20,40.76364279570601
2012-11-21,40.45729864002983
2012-11-22,40.35051043219787
2012-11-23,42.24964740199241
2012-11-24,42.36930148450345
2012-11-25,34.90278332798524
2012-11-26,25.970061100665824
2012-11-27,26.393800152061527
2012-11-28,26.91179052012324
2012-11-29,27.01089377452719
2012-11-30,26.869137110296606
2012-12-01,26.612193462566044
2012-12-02,26.127701231985768
2012-12-03,23.0427148973493
2012-12-04,23.034215514928654
2012-12-05,26.646764009875856
2012-12-06,26.70991511015456
2012-12-07,26.67415937951595
2012-12-08,26.7554146167634
2012-12-09,26.687903111911073
2012-12-10,26.73855069566515
2012-12-11,26.753312938025363
2012-12-12,26.023379828959502
2012-12-13,25.68443640004153
2012-12-14,25.542607185221094
2012-12-15,26.32769792633479
2012-12-16,25.49136734039978
2012-12-17,24.269251785530834
2012-12-18,24.544329686871723
2012-12-19,24.472495411059423
2012-12-20,24.71660232942505
2012-12-21,24.776875879362105
2012-12-22,24.4084926973969
2012-12-23,22.05038896266156
2012-12-24,22.096877194412887
2012-12-25,22.201825489526907
2012-12-26,22.278577825595427
2012-12-27,22.008266302899834
2012-12-28,20.863462635696028
2012-12-29,20.6037300553055
2012-12-30,20.380624678407273
2012-12-31,20.054146904084053
2013-01-01,19.93973518913084
2013-01-02,20.87941179947189
2013-01-03,20.853970879630232
2013-01-04,14.178811362109833
2013-01-05,13.87243136347123
2013-01-06,13.773355724839202
2013-01-07,13.833389211081803
2013-01-08,13.8913026472384
2013-01-09,14.459709963256024
2013-01-10,14.23739300806024
2013-01-11,15.544775099247268
2013-01-12,15.347993352072843
2013-01-13,15.36592078135381
2013-01-14,14.914683921453502
2013-01-15,17.005490288664028
2013-01-16,17.459590224829125
2013-01-17,19.176544404595642
2013-01-18,24.67637436317518
2013-01-19,25.0299613277402
2013-01-20,25.210849025250923
2013-01-21,26.2311885881473
2013-01-22,31.400203324983956
2013-01-23,32.744679090203896
2013-01-24,32.7455368404285
2013-01-25,32.691503813248914
2013-01-26,33.57280321199864
2013-01-27,33.621160575388004
2013-01-28,33.63971567026152
2013-01-29,35.76007444801775
2013-01-30,38.36494889479233
2013-01-31,38.369076184944774
2013-02-01,39.32347372799426
2013-02-02,39.33661563025545
2013-02-03,45.9063054560765
2013-02-04,47.89305894151816
2013-02-05,48.41432527084281
2013-02-06,48.30509573095429
2013-02-07,48.35094978360272
2013-02-08,48.874063628157366
2013-02-09,50.17149242883297
2013-02-10,50.19490401426496
2013-02-11,50.14407394531924
2013-02-12,50.04422625896211
2013-02-13,49.58659408727347
2013-02-14,49.64207762221042
2013-02-15,48.56201062063481
2013-02-16,48.511200407778446
2013-02-17,47.713440608481086
2013-02-18,49.96032795917187
2013-02-19,50.35936098548878
2013-02-20,50.14164225676383
2013-02-21,48.380453427817656
2013-02-22,48.11975121145342
2013-02-23,47.982248559926106
2013-02-24,49.660187365961654
2013-02-25,48.64236915465574
2013-02-26,48.66067159588919
2013-02-27,48.70799419877751
2013-02-28,48.051097845934905
2013-03-01,50.661091404447596
2013-03-02,50.42092497827763
2013-03-03,49.987527725072255
2013-03-04,49.852690987138665
2013-03-05,43.69347474512477
2013-03-06,59.794289884094255
2013-03-07,60.419718738009465
2013-03-08,66.09976789185149
2013-03-09,66.40070059520578
