Date,Transaction Fees
2012-07-13,13.33523457
2012-07-14,14.54737377
2012-07-15,16.00115276
2012-07-16,17.04197676
2012-07-17,21.0388152
2012-07-18,20.14386431
2012-07-19,26.79497112
2012-07-20,27.38711001
2012-07-21,29.95166138
2012-07-22,20.16994583
2012-07-23,21.87691919
2012-07-24,17.83555375
2012-07-25,16.57956177
2012-07-26,14.3711866
2012-07-27,18.04612605
2012-07-28,17.60561154
2012-07-29,20.56474291
2012-07-30,18.04512615
2012-07-31,20.19150021
2012-08-01,22.28333697
2012-08-02,19.5147902
2012-08-03,19.04975238
2012-08-04,24.46891133
2012-08-05,16.8896588
2012-08-06,25.77500845
2012-08-07,25.09307551
2012-08-08,18.55619163
2012-08-09,52.14216011
2012-08-10,47.63071396
2012-08-11,14.95339143
2012-08-12,18.68458718
2012-08-13,17.73295486
2012-08-14,25.45399296
2012-08-15,21.77997035
2012-08-16,33.10024996
2012-08-17,29.37647926
2012-08-18,29.93836575
2012-08-19,17.65665241
2012-08-20,21.7672384
2012-08-21,27.38081026
2012-08-22,25.94534541
2012-08-23,21.67531603
2012-08-24,20.75513789
2012-08-25,19.71177945
2012-08-26,23.30520655
2012-08-27,20.59804106
2012-08-28,29.09567864
2012-08-29,24.95920596
2012-08-30,24.10615423
2012-08-31,29.39862691
2012-09-01,30.95710991
2012-09-02,35.54640183
2012-09-03,29.37270497
2012-09-04,34.88332896
2012-09-05,28.55961977
2012-09-06,26.29719468
2012-09-07,25.56302948
2012-09-08,20.08905069
2012-09-09,22.67292948
2012-09-10,22.34170504
2012-09-11,23.47180457
2012-09-12,31.3262153
2012-09-13,20.01591829
2012-09-14,19.47134289
2012-09-15,20.32484086
2012-09-16,14.98696057
2012-09-17,14.23337851
2012-09-18,14.90327874
2012-09-19,22.02736234
2012-09-20,21.44313874
2012-09-21,19.10584106
2012-09-22,28.13668865
2012-09-23,15.45268456
2012-09-24,18.03152252
2012-09-25,28.12581884
2012-09-26,15.53276865
2012-09-27,18.74204538
2012-09-28,15.85641623
2012-09-29,60.22372978
2012-09-30,13.88599091
2012-10-01,11.43792249
2012-10-02,16.80322261
2012-10-03,30.15118834
2012-10-04,18.90474388
2012-10-05,131.81592391
2012-10-06,26.62560753
2012-10-07,23.25548033
2012-10-08,25.86566422
2012-10-09,27.54751495
2012-10-10,25.67084878
2012-10-11,23.60324049
2012-10-12,21.95693288
2012-10-13,20.27412233
2012-10-14,21.28081471
2012-10-15,17.3422473
2012-10-16,21.85791219
2012-10-17,24.26268878
2012-10-18,67.20414316
2012-10-19,17.29912619
2012-10-20,15.57217335
2012-10-21,17.81879693
2012-10-22,24.65739432
2012-10-23,25.50257758
2012-10-24,20.58354581
2012-10-25,21.73211868
2012-10-26,16.10295952
2012-10-27,18.37824264
2012-10-28,12.42304022
2012-10-29,13.00798283
2012-10-30,17.73922066
2012-10-31,23.8121728
2012-11-01,22.21463987
2012-11-02,20.83413069
2012-11-03,26.57796732
2012-11-04,19.27774378
2012-11-05,19.23439991
2012-11-06,25.87876925
2012-11-07,26.32754853
2012-11-08,28.76957784
2012-11-09,24.75202425
2012-11-10,19.56769636
2012-11-11,21.32544518
2012-11-12,17.46573933
2012-11-13,17.98549855
2012-11-14,19.99820139
2012-11-15,24.17487517
2012-11-16,31.40301596
2012-11-17,32.30814903
2012-11-18,24.7750751
2012-11-19,28.18955073
2012-11-20,27.1608824
2012-11-21,29.11535701
2012-11-22,30.01928241
2012-11-23,22.45682558
2012-11-24,26.15080117
2012-11-25,21.60232396
2012-11-26,28.86487089
2012-11-27,27.74850354
2012-11-28,81.55566754
2012-11-29,44.06351997
2012-11-30,28.94217716
2012-12-01,23.38422327
2012-12-02,25.66783725
2012-12-03,15.06998715
2012-12-04,18.72163763
2012-12-05,29.0590131
2012-12-06,27.17868085
2012-12-07,30.19200743
2012-12-08,24.80215993
2012-12-09,25.08685742
2012-12-10,24.46799612
2012-12-11,31.20253005
2012-12-12,31.67359447
2012-12-13,28.90337725
2012-12-14,44.15824963
2012-12-15,31.79209322
2012-12-16,25.2725217
2012-12-17,28.24163694
2012-12-18,33.08386544
2012-12-19,39.59643479
2012-12-20,36.14685195
2012-12-21,30.25463723
2012-12-22,37.01041576
2012-12-23,40.03946676
2012-12-24,32.4838116
2012-12-25,27.25177271
2012-12-26,24.61814169
2012-12-27,28.58688185
2012-12-28,37.0100833
2012-12-29,37.35771705
2012-12-30,30.38405095
2012-12-31,33.26700695
2013-01-01,24.89325647
2013-01-02,26.42376903
2013-01-03,30.93519818
2013-01-04,38.70679886
2013-01-05,37.67375777
2013-01-06,31.54434353
2013-01-07,34.94996678
2013-01-08,36.20001156
2013-01-09,32.63492001
2013-01-10,32.39103401
2013-01-11,154.12193914
2013-01-12,43.05836681
2013-01-13,36.01405762
2013-01-14,39.6831723
2013-01-15,34.57027957
2013-01-16,33.75177412
2013-01-17,40.21039606
2013-01-18,38.74714515
2013-01-19,37.41466447
2013-01-20,63.88050233
2013-01-21,32.03211812
2013-01-22,29.99149559
2013-01-23,34.43530577
2013-01-24,43.07289575
2013-01-25,43.80512003
2013-01-26,42.08622228
2013-01-27,48.2387802
2013-01-28,46.43325331
2013-01-29,44.14784447
2013-01-30,48.68485259
2013-01-31,34.45939742
2013-02-01,48.81008255
2013-02-02,51.22712069
2013-02-03,74.03715518
2013-02-04,51.56225775
2013-02-05,45.68202261
2013-02-06,42.80504652
2013-02-07,31.69890605
2013-02-08,50.22763577
2013-02-09,48.26806858
2013-02-10,45.16695065
2013-02-11,45.19692248
2013-02-12,49.45704692
2013-02-13,48.28201187
2013-02-14,55.85852866
2013-02-15,43.67348617
2013-02-16,56.34619755
2013-02-17,52.7290266
2013-02-18,45.82562287
2013-02-19,45.3474967
2013-02-20,45.23339219
2013-02-21,50.68739741
2013-02-22,51.69370374
2013-02-23,53.37768603
2013-02-24,47.84284306
2013-02-25,44.55664149
2013-02-26,67.82924299
2013-02-27,56.0681802
2013-02-28,57.56402151
2013-03-01,58.06185975
2013-03-02,68.3365526
2013-03-03,50.80538993
2013-03-04,44.14153536
2013-03-05,55.42574866
2013-03-06,50.98232384
2013-03-07,157.5267629
2013-03-08,62.42335274
2013-03-09,47.27524359
2013-03-10,52.02364054
2013-03-11,60.72407507
2013-03-12,63.03792027
2013-03-13,54.18517107
2013-03-14,52.57759933
2013-03-15,52.89538066
2013-03-16,65.37504319
2013-03-17,30.91389396
2013-03-18,31.45316378
2013-03-19,37.80456558
2013-03-20,51.6648759
2013-03-21,37.05124874
2013-03-22,50.75948984
2013-03-23,67.76660558
2013-03-24,52.15188495
2013-03-25,41.50243556
2013-03-26,43.03076237
2013-03-27,46.08546357
2013-03-28,59.46679527
2013-03-29,61.75630756
2013-03-30,60.15061797
2013-03-31,65.68068892
2013-04-01,45.1298765
2013-04-02,43.20657574
2013-04-03,60.78069591
2013-04-04,77.24324103
2013-04-05,70.15920601
2013-04-06,56.76966771
2013-04-07,39.04945823
2013-04-08,53.93397087
2013-04-09,46.54753396
2013-04-10,49.8737411
2013-04-11,64.84173132
2013-04-12,62.45818796
2013-04-13,56.61074926
2013-04-14,40.10851757
2013-04-15,54.02738886
2013-04-16,73.59302348
2013-04-17,53.358051
2013-04-18,80.11170761
2013-04-19,43.95374873
2013-04-20,54.54225521
2013-04-21,45.30722922
2013-04-22,33.0473022
2013-04-23,46.35520241
2013-04-24,61.81060149
2013-04-25,62.84288006
2013-04-26,59.53844976
2013-04-27,40.69633585
2013-04-28,38.35559427
2013-04-29,33.69740318
2013-04-30,45.74651878
2013-05-01,45.02852711
2013-05-02,49.64354681
2013-05-03,44.41725738
2013-05-04,44.9663268
2013-05-05,47.61758938
2013-05-06,44.07806165
2013-05-07,43.56500799
2013-05-08,47.11792737
2013-05-09,52.659314
2013-05-10,65.72487202
2013-05-11,68.8768857
2013-05-12,57.55085644
2013-05-13,56.10096802
2013-05-14,57.91616267
2013-05-15,58.05830927
2013-05-16,59.65456741
2013-05-17,77.39508146
2013-05-18,55.82094297
2013-05-19,39.60476074
2013-05-20,46.77357992
2013-05-21,43.45882979
2013-05-22,46.51709746
2013-05-23,49.84306615
2013-05-24,56.29797076
2013-05-25,48.21816961
2013-05-26,47.07008585
2013-05-27,31.65298367
2013-05-28,49.35962857
2013-05-29,55.69948086
2013-05-30,51.4040403
2013-05-31,47.14595232
2013-06-01,44.96405961
2013-06-02,40.88604223
2013-06-03,48.95495464
2013-06-04,59.49013203
2013-06-05,53.29072787
2013-06-06,60.83127158
2013-06-07,40.94894235
2013-06-08,43.79028868
2013-06-09,42.01691456
2013-06-10,35.36396119
2013-06-11,35.7347611
2013-06-12,46.25426575
2013-06-13,42.72382403
2013-06-14,41.05659069
2013-06-15,35.74903648
2013-06-16,33.08841937
2013-06-17,31.54727075
2013-06-18,37.47144519
2013-06-19,37.99589755
2013-06-20,36.58315831
2013-06-21,72.3927853
2013-06-22,40.54066326
2013-06-23,56.09125162
2013-06-24,32.37426524
2013-06-25,39.37157997
2013-06-26,33.74721753
2013-06-27,41.20273964
2013-06-28,29.81463528
2013-06-29,48.3056901
2013-06-30,24.44644698
2013-07-01,29.37038541
2013-07-02,23.20248246
2013-07-03,35.65839413
2013-07-04,27.94577967
2013-07-05,23.49154981
2013-07-06,32.2621501
2013-07-07,29.60211278
2013-07-08,18.65165049
2013-07-09,32.81689597
2013-07-10,34.73831209
2013-07-11,26.64620192
2013-07-12,35.41780882
2013-07-13,31.42367124
2013-07-14,33.10948476
2013-07-15,22.3370959
2013-07-16,22.79240231
2013-07-17,36.49937072
2013-07-18,32.88299626
2013-07-19,37.37152233
2013-07-20,21.10564739
2013-07-21,23.32369245
2013-07-22,24.26855621
2013-07-23,32.82874431
2013-07-24,29.73592244
2013-07-25,27.8856613
2013-07-26,32.9440547
2013-07-27,20.54078284
2013-07-28,31.77692988
2013-07-29,26.10463175
2013-07-30,28.33817537
2013-07-31,38.70996249
2013-08-01,48.73931895
2013-08-02,38.05729606
2013-08-03,29.43916064
2013-08-04,25.88098585
2013-08-05,32.06588238
2013-08-06,27.38146121
2013-08-07,41.90638143
2013-08-08,31.75098121
2013-08-09,48.60243808
2013-08-10,44.43261998
2013-08-11,28.9789151
2013-08-12,33.1150353
2013-08-13,25.24317743
2013-08-14,30.38184439
2013-08-15,43.99433559
2013-08-16,62.7033247
2013-08-17,46.96995575
2013-08-18,29.96590076
2013-08-19,45.97163672
2013-08-20,48.00267637
2013-08-21,33.93227878
2013-08-22,32.9347733
2013-08-23,38.15017002
2013-08-24,33.87077615
2013-08-25,27.72908804
2013-08-26,30.62721647
2013-08-27,40.43258518
2013-08-28,39.73187777
2013-08-29,261.15057534
2013-08-30,27.57765632
2013-08-31,43.04608396
2013-09-01,31.03442057
2013-09-02,25.02510912
2013-09-03,47.82464434
2013-09-04,31.39171696
2013-09-05,26.38230207
2013-09-06,32.98819459
2013-09-07,34.26131377
2013-09-08,23.74035028
2013-09-09,25.97522831
2013-09-10,30.72182821
2013-09-11,25.30003626
2013-09-12,22.32762493
2013-09-13,30.93057613
2013-09-14,21.09777554
2013-09-15,19.58750727
2013-09-16,27.85439459
2013-09-17,41.783928
2013-09-18,304.97837036
2013-09-19,107.16384658
2013-09-20,89.68561591
2013-09-21,26.33245668
2013-09-22,26.80048419
2013-09-23,26.64356064
2013-09-24,39.46670559
2013-09-25,30.52040903
2013-09-26,31.76476312
2013-09-27,26.7165381
2013-09-28,82.49434415
2013-09-29,26.22364482
2013-09-30,25.45113547
2013-10-01,25.72898641
2013-10-02,39.65933605
2013-10-03,39.35322586
2013-10-04,36.84804529
2013-10-05,24.44977202
2013-10-06,26.02387199
2013-10-07,21.53176635
2013-10-08,32.84825029
2013-10-09,16.76233569
2013-10-10,31.1364615
2013-10-11,30.60105032
2013-10-12,22.64546907
2013-10-13,32.24905726
2013-10-14,30.49547155
2013-10-15,33.0166162
2013-10-16,38.83467124
2013-10-17,46.88056297
2013-10-18,37.09597769
2013-10-19,37.89805654
2013-10-20,37.2442253
2013-10-21,27.7878961
2013-10-22,37.55192847
2013-10-23,41.72945351
2013-10-24,45.871002
2013-10-25,50.54905043
2013-10-26,51.07676703
2013-10-27,35.29520793
2013-10-28,57.90301465
2013-10-29,31.11585898
2013-10-30,34.51990081
2013-10-31,30.0828205
2013-11-01,29.38133725
2013-11-02,34.80799086
2013-11-03,23.83709114
2013-11-04,40.51134461
2013-11-05,52.23327625
2013-11-06,47.42354324
2013-11-07,146.22940022
2013-11-08,127.7294156
2013-11-09,107.34096061
2013-11-10,56.08627856
2013-11-11,45.29771513
2013-11-12,62.00380009
2013-11-13,22.58556337
2013-11-14,23.4414339
2013-11-15,23.0863762
2013-11-16,17.00628728
2013-11-17,14.14191182
2013-11-18,17.81856788
2013-11-19,29.20302883
2013-11-20,29.42445949
2013-11-21,24.87451313
2013-11-22,27.05651416
2013-11-23,23.24979026
2013-11-24,20.59439756
2013-11-25,17.45151767
2013-11-26,19.54142156
2013-11-27,26.35412352
2013-11-28,29.76760628
2013-11-29,30.78076553
2013-11-30,25.94793907
2013-12-01,20.19106657
2013-12-02,18.73813606
2013-12-03,21.38438515
2013-12-04,20.10181662
2013-12-05,21.10152588
2013-12-06,22.81446769
2013-12-07,18.78429566
2013-12-08,37.03590351
2013-12-09,11.51679325
2013-12-10,17.0779677
2013-12-11,17.89348547
2013-12-12,17.46704365
2013-12-13,13.85625154
2013-12-14,15.39668774
2013-12-15,12.21548147
2013-12-16,11.65009322
2013-12-17,15.81227774
2013-12-18,14.93766678
2013-12-19,18.68442803
2013-12-20,16.46884536
2013-12-21,16.76918446
2013-12-22,12.17276687
2013-12-23,11.3884412
2013-12-24,12.02926547
2013-12-25,12.12616316
2013-12-26,12.11688495
2013-12-27,13.56359012
2013-12-28,12.55079776
2013-12-29,11.43588033
2013-12-30,14.39304689
2013-12-31,11.69236497
2014-01-01,11.01736155
2014-01-02,9.23071257
2014-01-03,13.99736238
2014-01-04,13.93784436
2014-01-05,12.22066995
2014-01-06,13.71199145
2014-01-07,29.78934843
2014-01-08,15.51390022
2014-01-09,13.94318173
2014-01-10,12.87498495
2014-01-11,12.58071048
2014-01-12,12.41041555
2014-01-13,11.56905543
2014-01-14,12.26104653
2014-01-15,15.76113788
2014-01-16,17.25795822
2014-01-17,12.98211447
2014-01-18,14.82703195
2014-01-19,13.19663225
2014-01-20,10.67819172
2014-01-21,15.54030631
2014-01-22,15.58238952
2014-01-23,14.73238024
2014-01-24,16.59643957
2014-01-25,15.5422983
2014-01-26,11.69380082
2014-01-27,11.63306914
2014-01-28,13.48469151
2014-01-29,14.27281971
2014-01-30,13.2910006
2014-01-31,13.3333935
2014-02-01,14.1843979
2014-02-02,11.66972076
2014-02-03,10.49520155
2014-02-04,12.45498529
2014-02-05,14.02531209
2014-02-06,13.82920147
2014-02-07,14.9625267
2014-02-08,15.64997603
2014-02-09,12.04614909
2014-02-10,10.75347261
2014-02-11,13.00925185
2014-02-12,13.14004625
2014-02-13,15.81237454
2014-02-14,14.38337588
2014-02-15,17.06818514
2014-02-16,12.40802876
2014-02-17,12.23026731
2014-02-18,22.86025684
2014-02-19,13.05530826
2014-02-20,14.98459531
2014-02-21,14.38397198
2014-02-22,14.1107441
2014-02-23,12.10609628
2014-02-24,11.961726
2014-02-25,15.40597851
2014-02-26,17.59133457
2014-02-27,14.77961088
2014-02-28,14.68596157
2014-03-01,16.79261205
2014-03-02,12.13571844
2014-03-03,11.05133454
2014-03-04,17.30770071
2014-03-05,17.10230187
2014-03-06,14.43840966
2014-03-07,14.3772855
2014-03-08,13.95370614
2014-03-09,11.58315791
2014-03-10,12.18432022
2014-03-11,16.40539825
2014-03-12,15.50713128
2014-03-13,16.44957496
2014-03-14,14.75387595
2014-03-15,13.38452791
2014-03-16,10.95668217
2014-03-17,12.48258536
2014-03-18,12.88207515
2014-03-19,9.96117055
2014-03-20,13.31135881
2014-03-21,14.23946212
2014-03-22,14.06589383
2014-03-23,17.84621932
2014-03-24,11.30486757
2014-03-25,12.56148514
2014-03-26,14.78010341
2014-03-27,15.07958081
2014-03-28,14.03211189
2014-03-29,11.83330298
2014-03-30,10.04636588
2014-03-31,10.59980667
2014-04-01,12.78271108
2014-04-02,12.44114174
2014-04-03,12.98500184
2014-04-04,13.69518395
2014-04-05,13.44329302
2014-04-06,10.99179199
2014-04-07,10.54407411
2014-04-08,14.34759099
2014-04-09,14.64647701
2014-04-10,20.16840701
2014-04-11,14.62863668
2014-04-12,13.62430653
2014-04-13,9.12566201
2014-04-14,10.21770663
2014-04-15,15.35093555
2014-04-16,16.78976013
2014-04-17,14.09259016
2014-04-18,15.22639041
2014-04-19,12.03683424
2014-04-20,12.55920125
2014-04-21,10.72734539
2014-04-22,12.9543641
2014-04-23,15.9478442
2014-04-24,13.8605805
2014-04-25,14.57649961
2014-04-26,13.80850993
2014-04-27,8.90624969
2014-04-28,11.79903084
2014-04-29,12.91264939
2014-04-30,12.51455899
2014-05-01,13.10079675
2014-05-02,10.82073553
2014-05-03,12.10729467
2014-05-04,10.10561378
2014-05-05,10.34145858
2014-05-06,13.10147244
2014-05-07,14.75608815
2014-05-08,13.69391982
2014-05-09,13.45103596
2014-05-10,15.67764821
2014-05-11,10.0208234
2014-05-12,9.93399018
2014-05-13,13.91050028
2014-05-14,12.13564818
2014-05-15,12.01383616
2014-05-16,12.89668685
2014-05-17,11.59397106
2014-05-18,9.3796086
2014-05-19,8.98159656
2014-05-20,11.01320317
2014-05-21,13.41766529
2014-05-22,13.00665803
2014-05-23,12.65531062
2014-05-24,13.03623779
2014-05-25,10.98420875
2014-05-26,10.22026124
2014-05-27,12.28729007
2014-05-28,12.42826454
2014-05-29,13.99930021
2014-05-30,11.66892077
2014-05-31,11.79853674
2014-06-01,9.40515595
2014-06-02,10.90312281
2014-06-03,11.82661054
2014-06-04,13.20647766
2014-06-05,12.30727825
2014-06-06,12.1615177
2014-06-07,10.764087
2014-06-08,9.09339088
2014-06-09,8.61778129
2014-06-10,10.8608585
2014-06-11,11.9751302
2014-06-12,11.18863738
2014-06-13,12.73716064
2014-06-14,11.61794928
2014-06-15,9.09514956
2014-06-16,9.70837958
2014-06-17,11.93240244
2014-06-18,11.95860024
2014-06-19,12.78271095
2014-06-20,11.74113797
2014-06-21,10.7624985
2014-06-22,9.14470063
2014-06-23,9.14202487
2014-06-24,11.33256096
2014-06-25,10.9860565
2014-06-26,12.30790257
2014-06-27,10.10366578
2014-06-28,10.67664091
2014-06-29,9.34513432
2014-06-30,8.93020091
2014-07-01,11.87985972
2014-07-02,13.1681984
2014-07-03,12.61848038
2014-07-04,10.77515105
2014-07-05,10.31852456
2014-07-06,8.04536289
2014-07-07,9.29735673
2014-07-08,11.51659533
2014-07-09,12.08565701
2014-07-10,11.92583516
2014-07-11,10.91249194
2014-07-12,10.83844878
2014-07-13,8.76110833
2014-07-14,9.34367576
2014-07-15,11.9874094
2014-07-16,12.37117878
2014-07-17,12.70639483
2014-07-18,11.70440174
2014-07-19,11.93230446
2014-07-20,10.17517104
2014-07-21,9.2454258
2014-07-22,10.48282137
2014-07-23,11.81677055
2014-07-24,10.83940785
2014-07-25,10.64280072
2014-07-26,10.57399142
2014-07-27,8.6751365
2014-07-28,8.87012098
2014-07-29,10.40923927
2014-07-30,10.79903281
2014-07-31,10.74474618
2014-08-01,11.15814831
2014-08-02,10.47439382
2014-08-03,8.54394338
2014-08-04,8.72959644
2014-08-05,11.06974336
2014-08-06,12.43515778
2014-08-07,12.63340515
2014-08-08,10.9295697
2014-08-09,11.0942202
2014-08-10,9.42100546
2014-08-11,10.07841244
2014-08-12,11.82082046
2014-08-13,12.8358524
2014-08-14,12.32946741
2014-08-15,12.53324892
2014-08-16,12.41232189
2014-08-17,12.30871244
2014-08-18,37.37651806
2014-08-19,11.7154226
2014-08-20,12.83558331
2014-08-21,11.87020549
2014-08-22,11.41675549
2014-08-23,10.7530745
2014-08-24,8.68056044
2014-08-25,13.3624694
2014-08-26,12.19192608
2014-08-27,11.55224928
2014-08-28,11.66349514
2014-08-29,10.36404959
2014-08-30,10.28089987
2014-08-31,9.15537219
2014-09-01,9.04186582
2014-09-02,10.78462369
2014-09-03,11.81823902
2014-09-04,10.80130356
2014-09-05,11.3135362
2014-09-06,11.40646907
2014-09-07,18.84805354
2014-09-08,10.12912975
2014-09-09,12.41075614
2014-09-10,14.43880809
2014-09-11,12.68042071
2014-09-12,9.92569749
2014-09-13,10.57516311
2014-09-14,9.42337938
2014-09-15,11.37381374
2014-09-16,12.11120752
2014-09-17,14.71636617
2014-09-18,12.04040423
2014-09-19,12.21500494
2014-09-20,10.81949325
2014-09-21,10.30374396
2014-09-22,9.12513279
2014-09-23,11.78035221
2014-09-24,12.69524397
2014-09-25,12.4793842
2014-09-26,13.20874596
2014-09-27,47.85534992
2014-09-28,10.19035228
2014-09-29,10.98095539
2014-09-30,12.35313873
2014-10-01,12.01025697
2014-10-02,13.01467336
2014-10-03,11.41275393
2014-10-04,12.10668392
2014-10-05,12.43856898
2014-10-06,11.79831005
2014-10-07,12.96602005
2014-10-08,12.95992317
2014-10-09,12.52996702
2014-10-10,13.93455865
2014-10-11,12.78632175
2014-10-12,10.40855719
2014-10-13,11.36361449
2014-10-14,12.97867447
2014-10-15,13.67518516
2014-10-16,12.21323632
2014-10-17,12.1618511
2014-10-18,11.30672073
2014-10-19,10.41520998
2014-10-20,10.89741535
2014-10-21,12.9705687
2014-10-22,12.82887487
2014-10-23,12.59181827
2014-10-24,12.77735705
2014-10-25,12.91773007
2014-10-26,10.51471173
2014-10-27,11.27229481
2014-10-28,13.69116336
2014-10-29,13.38882665
2014-10-30,14.40269903
2014-10-31,13.7175347
2014-11-01,12.75601745
2014-11-02,12.56801876
2014-11-03,12.60153769
2014-11-04,16.55354183
2014-11-05,13.9867993
2014-11-06,13.40476919
2014-11-07,13.88055525
2014-11-08,13.43627119
2014-11-09,11.0808472
2014-11-10,15.22246314
2014-11-11,13.61210826
2014-11-12,13.19425748
2014-11-13,15.4036244
2014-11-14,14.06879253
2014-11-15,13.02026084
2014-11-16,11.06059561
2014-11-17,12.99233136
2014-11-18,13.69669185
2014-11-19,13.08974611
2014-11-20,14.00438019
2014-11-21,12.63821984
2014-11-22,12.46442757
2014-11-23,11.07895741
2014-11-24,12.13866936
2014-11-25,13.11267274
2014-11-26,11.75013422
2014-11-27,12.48660385
2014-11-28,11.88325113
2014-11-29,11.54448536
2014-11-30,11.20697919
2014-12-01,13.00332879
2014-12-02,14.13945948
2014-12-03,14.17948175
2014-12-04,13.44282229
2014-12-05,14.79137255
2014-12-06,12.36044409
2014-12-07,10.97776023
2014-12-08,10.95975649
2014-12-09,15.72968592
2014-12-10,12.78669992
2014-12-11,12.53369367
2014-12-12,11.95133097
2014-12-13,11.34793667
2014-12-14,10.2099923
2014-12-15,12.45952676
2014-12-16,14.49216224
2014-12-17,14.7606841
2014-12-18,15.06836257
2014-12-19,13.68950064
2014-12-20,14.73435045
2014-12-21,12.05550894
2014-12-22,11.42406874
2014-12-23,14.10383881
2014-12-24,14.2600858
2014-12-25,10.78322904
2014-12-26,9.30466678
2014-12-27,19.68189244
2014-12-28,17.12967516
2014-12-29,11.91773665
2014-12-30,15.84402414
2014-12-31,12.52982725
2015-01-01,11.19807656
2015-01-02,8.19708968
2015-01-03,12.33977385
2015-01-04,11.68691488
2015-01-05,21.57327749
2015-01-06,15.99976518
2015-01-07,13.0111396
2015-01-08,13.31170565
2015-01-09,16.02188773
2015-01-10,15.13320827
2015-01-11,15.4105739
2015-01-12,13.18200571
2015-01-13,33.11612285
2015-01-14,15.11597283
2015-01-15,15.62269978
2015-01-16,17.11757064
2015-01-17,14.57208331
2015-01-18,13.14946231
2015-01-19,13.91845739
2015-01-20,14.46383358
2015-01-21,14.63209011
2015-01-22,12.81696748
2015-01-23,13.72463626
2015-01-24,13.94772383
2015-01-25,11.14573254
2015-01-26,13.24394967
2015-01-27,16.0199841
2015-01-28,13.98880719
2015-01-29,11.59524688
2015-01-30,12.50188755
2015-01-31,10.99797737
2015-02-01,12.57748445
2015-02-02,11.12675333
2015-02-03,12.66267626
2015-02-04,13.03209706
2015-02-05,12.32242544
2015-02-06,12.24651138
2015-02-07,11.59509943
2015-02-08,11.80071189
2015-02-09,11.85052659
2015-02-10,14.96304105
2015-02-11,14.18685974
2015-02-12,14.68754513
2015-02-13,12.66188486
2015-02-14,17.57319217
2015-02-15,15.32120238
2015-02-16,13.35316022
2015-02-17,15.15115571
2015-02-18,16.14348698
2015-02-19,14.69517531
2015-02-20,13.50763762
2015-02-21,15.21578848
2015-02-22,12.98177024
2015-02-23,12.41192904
2015-02-24,14.84573761
2015-02-25,14.21248871
2015-02-26,14.95277841
2015-02-27,14.19128681
2015-02-28,14.6518585
2015-03-01,13.3464288
2015-03-02,13.86995052
2015-03-03,15.72691221
2015-03-04,15.59423702
2015-03-05,14.59550501
2015-03-06,14.79052555
2015-03-07,16.34905981
2015-03-08,13.03189139
2015-03-09,13.59122266
2015-03-10,16.05939481
2015-03-11,14.72518342
2015-03-12,15.79896189
2015-03-13,13.41733652
2015-03-14,13.87455625
2015-03-15,12.55303518
2015-03-16,11.81590892
2015-03-17,15.24183049
2015-03-18,14.39169527
2015-03-19,14.75199154
2015-03-20,16.51314794
2015-03-21,16.00340687
2015-03-22,13.72970945
2015-03-23,13.02401881
2015-03-24,17.11852338
2015-03-25,13.64461309
2015-03-26,15.99877818
2015-03-27,14.56791258
2015-03-28,13.81915901
2015-03-29,12.75612589
2015-03-30,13.15643078
2015-03-31,15.03876519
2015-04-01,16.24634701
2015-04-02,17.08490971
2015-04-03,15.38686564
2015-04-04,15.32740854
2015-04-05,13.30258188
2015-04-06,15.10136188
2015-04-07,15.77134239
2015-04-08,16.31382022
2015-04-09,16.03771619
2015-04-10,18.90110829
2015-04-11,27.3699549
2015-04-12,16.77592743
2015-04-13,14.04098606
2015-04-14,17.41934865
2015-04-15,15.8165952
2015-04-16,15.62505405
2015-04-17,14.05114033
2015-04-18,14.45299191
2015-04-19,13.26933489
2015-04-20,13.33739209
2015-04-21,16.98677509
2015-04-22,15.16383331
2015-04-23,16.09570263
2015-04-24,16.01780275
2015-04-25,15.05387768
2015-04-26,99.66973292
2015-04-27,13.5487858
2015-04-28,15.64242508
2015-04-29,16.2919516
2015-04-30,16.90727715
2015-05-01,16.45477351
2015-05-02,14.0104506
2015-05-03,13.68364567
2015-05-04,12.31324554
2015-05-05,15.14047929
2015-05-06,16.41240338
2015-05-07,15.790563
2015-05-08,15.86882482
2015-05-09,16.75898401
2015-05-10,13.55162161
2015-05-11,15.35133374
2015-05-12,17.10272336
2015-05-13,15.9899937
2015-05-14,15.77876236
2015-05-15,14.14628719
2015-05-16,15.03789239
2015-05-17,12.94808374
2015-05-18,13.37057143
2015-05-19,14.62875523
2015-05-20,15.94676517
2015-05-21,14.75428306
2015-05-22,14.42830737
2015-05-23,15.45300709
2015-05-24,12.864588
2015-05-25,13.1338085
2015-05-26,15.73534058
2015-05-27,18.45803195
2015-05-28,15.82065777
2015-05-29,16.14230756
2015-05-30,18.900967
2015-05-31,16.07205974
2015-06-01,39.52465888
2015-06-02,22.07609897
2015-06-03,18.17588862
2015-06-04,18.32997293
2015-06-05,16.42116633
2015-06-06,15.65542164
2015-06-07,14.51350348
2015-06-08,12.75830974
2015-06-09,17.79781777
2015-06-10,17.69428829
2015-06-11,19.88701589
2015-06-12,17.44361645
2015-06-13,18.17704851
2015-06-14,16.83762539
2015-06-15,16.37535803
2015-06-16,19.79611018
2015-06-17,22.16171112
2015-06-18,21.08865135
2015-06-19,27.52765807
2015-06-20,27.58818203
2015-06-21,14.96865619
2015-06-22,14.0692922
2015-06-23,28.21959957
