Date,Output Volume
2010-08-09,10214.89
2010-08-10,77319.15
2010-08-11,33867.25
2010-08-12,55610.55
2010-08-13,19791.54
2010-08-14,30095.09
2010-08-15,16351.74
2010-08-16,21349.58
2010-08-17,67002.22
2010-08-18,48241.54
2010-08-19,36902.54
2010-08-20,20281.01
2010-08-21,29694.17
2010-08-22,38961.48
2010-08-23,20018.19
2010-08-24,17976.11
2010-08-25,21163.16
2010-08-26,15799.93
2010-08-27,14210.89
2010-08-28,28625.32
2010-08-29,16576.0699904
2010-08-30,9179.25
2010-08-31,13370.5500009
2010-09-01,40499.2799962
2010-09-02,28885.0299972
2010-09-03,34212.8400001
2010-09-04,29853.84
2010-09-05,33799.91
2010-09-06,133365.05
2010-09-07,75673.6599983
2010-09-08,18493.76
2010-09-09,17483.4399964
2010-09-10,34275.2399981
2010-09-11,14128.6999979
2010-09-12,10071.14
2010-09-13,18461.8800003
2010-09-14,117311.93
2010-09-15,30462.71480176
2010-09-16,39929.94039648
2010-09-17,34264.47
2010-09-18,75433.43
2010-09-19,43661.69
2010-09-20,51509.52960352
2010-09-21,41367.13
2010-09-22,27917.26
2010-09-23,44563.25
2010-09-24,127239.64
2010-09-25,18603.01
2010-09-26,29849.72
2010-09-27,22405.09
2010-09-28,34665.56
2010-09-29,80399.2350332
2010-09-30,94507.79
2010-10-01,69463.51
2010-10-02,29810.68812108
2010-10-03,389243.21
2010-10-04,50415.96
2010-10-05,559357.87
2010-10-06,190881.8300002
2010-10-07,120926.72
2010-10-08,127538.09
2010-10-09,153203.92
2010-10-10,185645.62
2010-10-11,120621.41
2010-10-12,72546.8
2010-10-13,58289.9
2010-10-14,116953.62
2010-10-15,174930.05
2010-10-16,146516.49
2010-10-17,199366.90000109
2010-10-18,107318.76
2010-10-19,217493.12
2010-10-20,266697.5
2010-10-21,204239.46
2010-10-22,187281.3
2010-10-23,124948.13
2010-10-24,41946.13
2010-10-25,103854.53
2010-10-26,150741.22
2010-10-27,181112.89
2010-10-28,202514.97
2010-10-29,187705.23
2010-10-30,86822.55
2010-10-31,56590.54
2010-11-01,66906.13
2010-11-02,42353.55
2010-11-03,60329.79
2010-11-04,56979.98
2010-11-05,159107.60108788
2010-11-06,42241.84
2010-11-07,125419.97
2010-11-08,88478.29
2010-11-09,499973.74
2010-11-10,52162.75
2010-11-11,57692.64
2010-11-12,41959.1
2010-11-13,33683.3
2010-11-14,38046.31
2010-11-15,37350.69
2010-11-16,263864.01
2010-11-17,374488.32
2010-11-18,61330.87
2010-11-19,63660.05108788
2010-11-20,53360.63
2010-11-21,156868.08
2010-11-22,126226.97
2010-11-23,36397.98
2010-11-24,37604.38
2010-11-25,37764.57
2010-11-26,51918.28
2010-11-27,88345.29
2010-11-28,23502.61
2010-11-29,24332.84
2010-11-30,35136.12
2010-12-01,65170.03
2010-12-02,55726.37
2010-12-03,58587.99
2010-12-04,28248.98
2010-12-05,65548.97106783
2010-12-06,19322.61
2010-12-07,93578.92094584
2010-12-08,86524.70219765
2010-12-09,29719.66528566
2010-12-10,50132.49
2010-12-11,38546.47
2010-12-12,60259.87977788
2010-12-13,49038.89787191
2010-12-14,191128.60824802
2010-12-15,104882.52260157
2010-12-16,111843.71742856
2010-12-17,84435.88
2010-12-18,62185.46675504
2010-12-19,86189.63020711
2010-12-20,97108.22129038
2010-12-21,85459.71001065
2010-12-22,100580.73959024
2010-12-23,85464.86208696
2010-12-24,59472.49
2010-12-25,64477.77918737
2010-12-26,108203.77
2010-12-27,69058.66016352
2010-12-28,91534.0083169
2010-12-29,59371.08056498
2010-12-30,109058.14683591
2010-12-31,64252.45
2011-01-01,57427.1
2011-01-02,55136.68
2011-01-03,48961.21498822
2011-01-04,67122.88401547
2011-01-05,39674.4542562
2011-01-06,50746.94008036
2011-01-07,32014.73918433
2011-01-08,55536.62336902
2011-01-09,57625.99234567
2011-01-10,40874.45469134
2011-01-11,80002.09971559
2011-01-12,105832.37614891
2011-01-13,59199.85141248
2011-01-14,123786.27867027
2011-01-15,80669.03159374
2011-01-16,57338.51743052
2011-01-17,64730.69011814
2011-01-18,60346.30663104
2011-01-19,103969.80323904
2011-01-20,59352.95370812
2011-01-21,52712.52946975
2011-01-22,62402.84447858
2011-01-23,66437.72708752
2011-01-24,80266.56185463
2011-01-25,74824.09693476
2011-01-26,48620.13494704
2011-01-27,488241.9
2011-01-28,612727.64905919
2011-01-29,48491.18
2011-01-30,65064.71
2011-01-31,432325.06759254
2011-02-01,152872.93982325
2011-02-02,127927.40079477
2011-02-03,107281.97104348
2011-02-04,60330.76982325
2011-02-05,54982.84620437
2011-02-06,82089.07093227
2011-02-07,62058.978147
2011-02-08,154950.66080385
2011-02-09,67761.06035077
2011-02-10,131413.07472888
2011-02-11,218525.97172407
2011-02-12,252057.77971356
2011-02-13,129905.79428978
2011-02-14,103286.11817975
2011-02-15,130851.70137725
2011-02-16,88662.18049414
2011-02-17,62442.53360759
2011-02-18,95205.11818958
2011-02-19,119983.23368959
2011-02-20,194405.91
2011-02-21,196820.85
2011-02-22,231105.65
2011-02-23,367020.96
2011-02-24,341701.06
2011-02-25,219943.62
2011-02-26,174593.13818048
2011-02-27,161408.03000999
2011-02-28,191610.22855151
2011-03-01,122568.78
2011-03-02,1035369.7168
2011-03-03,2434713.24978385
2011-03-04,300700.25018123
2011-03-05,229141.50077158
2011-03-06,128382.92202163
2011-03-07,185225.43380034
2011-03-08,203538.93557396
2011-03-09,190747.24352156
2011-03-10,243727.19201184
2011-03-11,419636.82106605
2011-03-12,167815.12809133
2011-03-13,155944.94971233
2011-03-14,241870.07145768
2011-03-15,172856.84398443
2011-03-16,119880.19003742
2011-03-17,151747.4307917
2011-03-18,160834.12839996
2011-03-19,180734.15283443
2011-03-20,108265.74
2011-03-21,139005.22052934
2011-03-22,174447.6812864
2011-03-23,198463.85911854
2011-03-24,236895.92
2011-03-25,259126.61767498
2011-03-26,292046.7778667
2011-03-27,308689.33920936
2011-03-28,148335.34868754
2011-03-29,134590.35012044
2011-03-30,109784.20878381
2011-03-31,120530.54254751
2011-04-01,135548.22510299
2011-04-02,76673.20615282
2011-04-03,96840.18432044
2011-04-04,79053.49902045
2011-04-05,157513.9880107
2011-04-06,108636.09418476
2011-04-07,83051.58699748
2011-04-08,110652.00016611
2011-04-09,133326.19075446
2011-04-10,136519.3101
2011-04-11,85050.015
2011-04-12,94699.09555405
2011-04-13,131995.00759473
2011-04-14,180153.85357498
2011-04-15,147310.27051584
2011-04-16,126392.14888382
2011-04-17,316492.55033964
2011-04-18,1300312.87927388
2011-04-19,127946.38414918
2011-04-20,2650033.55085628
2011-04-21,4784547.35549533
2011-04-22,433190.75454102
2011-04-23,157738.76424113
2011-04-24,172887.11501805
2011-04-25,98102.67007325
2011-04-26,94365.22300572
2011-04-27,185739.88173047
2011-04-28,240107.80243961
2011-04-29,147774.82147544
2011-04-30,776515.49536808
2011-05-01,405748.21892918
2011-05-02,160387.09321471
2011-05-03,117532.16372993
2011-05-04,195371.87754408
2011-05-05,276004.84071571
2011-05-06,159256.02946239
2011-05-07,285082.6156332
2011-05-08,216070.46505291
2011-05-09,531420.74310672
2011-05-10,152529.32663772
2011-05-11,566266.31281392
2011-05-12,176228.34448108
2011-05-13,207516.26791875
2011-05-14,452665.51551248
2011-05-15,1807121.06760917
2011-05-16,334751.55394876
2011-05-17,236015.1333634
2011-05-18,212943.86092473
2011-05-19,187116.76101248
2011-05-20,178684.33899029
2011-05-21,353953.04014306
2011-05-22,645452.36601208
2011-05-23,876018.05513849
2011-05-24,462778.89050733
2011-05-25,354569.356354
2011-05-26,382736.39781114
2011-05-27,411078.77516338
2011-05-28,535318.58455763
2011-05-29,224566.67859608
2011-05-30,265983.82010348
2011-05-31,270010.39149479
2011-06-01,279057.8230369
2011-06-02,273120.90352694
2011-06-03,355292.36097451
2011-06-04,608618.52457544
2011-06-05,481558.37774257
2011-06-06,548906.67838109
2011-06-07,834144.42109201
2011-06-08,525288.92066889
2011-06-09,783509.03796405
2011-06-10,787983.26144712
2011-06-11,919989.46527482
2011-06-12,1481858.58269117
2011-06-13,1838608.43760642
2011-06-14,1248408.11127602
2011-06-15,1546160.93155738
2011-06-16,4501622.80818133
2011-06-17,8472106.18717454
2011-06-18,1580778.69994566
2011-06-19,1250112.77252667
2011-06-20,4561325.78128827
2011-06-21,1318314.21490614
2011-06-22,3353960.61840252
2011-06-23,1303651.18740263
2011-06-24,1616682.94887162
2011-06-25,4780044.94107682
2011-06-26,10844052.85835293
2011-06-27,3957888.52282083
2011-06-28,2024683.99885806
2011-06-29,7183358.02042354
2011-06-30,2270971.01995286
2011-07-01,1513613.56456335
2011-07-02,1108820.21377164
2011-07-03,868848.62108941
2011-07-04,520543.83243226
2011-07-05,1365742.74377115
2011-07-06,404555.15211972
2011-07-07,564609.42563019
2011-07-08,462393.84340179
2011-07-09,306302.14732309
2011-07-10,2072242.11513007
2011-07-11,2437120.73305081
2011-07-12,999712.64772328
2011-07-13,1064712.69602184
2011-07-14,1427897.14987214
2011-07-15,1925362.05164246
2011-07-16,606730.68289205
2011-07-17,1238197.06973009
2011-07-18,566041.7943752
2011-07-19,3298204.83447852
2011-07-20,2735751.41245061
2011-07-21,541404.09511379
2011-07-22,1329564.16872054
2011-07-23,1556769.58929205
2011-07-24,642067.84125941
2011-07-25,502911.90294008
2011-07-26,1433818.8621682
2011-07-27,1174950.60199971
2011-07-28,1267489.58987458
2011-07-29,3457351.49903465
2011-07-30,651275.97511646
2011-07-31,297753.69880187
2011-08-01,603615.25881597
2011-08-02,548606.33717894
2011-08-03,387501.2256677
2011-08-04,431021.58245586
2011-08-05,294924.10922737
2011-08-06,516252.20324149
2011-08-07,378029.7869152
2011-08-08,341444.84706096
2011-08-09,1239685.514773
2011-08-10,2293013.65703016
2011-08-11,1120876.28870228
2011-08-12,487828.84626681
2011-08-13,343541.5062512
2011-08-14,407593.75279457
2011-08-15,361193.62561265
2011-08-16,345913.98032265
2011-08-17,324934.18435017
2011-08-18,328311.09574095
2011-08-19,405015.84796389
2011-08-20,551956.00815921
2011-08-21,220530.02214989
2011-08-22,239853.89849219
2011-08-23,276042.18321847
2011-08-24,438000.32426472
2011-08-25,562902.99486435
2011-08-26,372625.95075759
2011-08-27,279089.1403071
2011-08-28,2709177.08558607
2011-08-29,177373.1332155
2011-08-30,250254.13428886
2011-08-31,229871.22614695
2011-09-01,264025.72368182
2011-09-02,321978.84917803
2011-09-03,256380.10722942
2011-09-04,223080.42386967
2011-09-05,1761209.04213973
2011-09-06,2289724.50441179
2011-09-07,3198060.56887064
2011-09-08,538170.42504437
2011-09-09,383414.74394165
2011-09-10,398546.58010004
2011-09-11,268628.95227673
2011-09-12,1023266.29675632
2011-09-13,605844.43168372
2011-09-14,358298.46781754
2011-09-15,297564.43665376
2011-09-16,293313.94302112
2011-09-17,683141.17882095
2011-09-18,330215.18865221
2011-09-19,293913.90232353
2011-09-20,325731.70106689
2011-09-21,342923.55039883
2011-09-22,399065.08318487
2011-09-23,294993.32391974
2011-09-24,340265.01560018
2011-09-25,223280.08723714
2011-09-26,293773.03878197
2011-09-27,277737.39498975
2011-09-28,429658.55258588
2011-09-29,354107.92102539
2011-09-30,313813.64243503
2011-10-01,288045.47284286
2011-10-02,417265.79211355
2011-10-03,323168.61930702
2011-10-04,405256.43095408
2011-10-05,396368.77276813
2011-10-06,395664.76536119
2011-10-07,531347.20135404
2011-10-08,379044.10247759
2011-10-09,285603.14628267
2011-10-10,307772.10732234
2011-10-11,300975.5820747
2011-10-12,322870.31195766
2011-10-13,317912.12176366
2011-10-14,288667.54307944
2011-10-15,359762.47908105
2011-10-16,289987.52314642
2011-10-17,254093.17066607
2011-10-18,493893.74390494
2011-10-19,334533.60663226
2011-10-20,301906.3224968
2011-10-21,308033.15526367
2011-10-22,539010.93093982
2011-10-23,611567.35049401
2011-10-24,537400.37807389
2011-10-25,351954.61268587
2011-10-26,360763.85319325
2011-10-27,505501.8275437
2011-10-28,537972.70636922
2011-10-29,338910.95311239
2011-10-30,443449.04111378
2011-10-31,190351.20751862
2011-11-01,434467.61846576
2011-11-02,488395.85087147
2011-11-03,431734.12555704
2011-11-04,322745.62081908
2011-11-05,390154.95664963
2011-11-06,276517.56272561
2011-11-07,220847.78347172
2011-11-08,267992.25704957
2011-11-09,1157203.29623128
2011-11-10,949074.33081837
2011-11-11,348384.40302583
2011-11-12,302307.3137669
2011-11-13,234578.23206399
2011-11-14,254331.77614472
2011-11-15,337928.66976041
2011-11-16,373964.61976492
2011-11-17,2039453.06052143
2011-11-18,3793091.1866861
2011-11-19,4559085.43745753
2011-11-20,4099826.77324916
2011-11-21,1538421.08629157
2011-11-22,2184181.66229662
2011-11-23,3087151.77801067
2011-11-24,1550391.4811602
2011-11-25,1563119.52335248
2011-11-26,1032535.98193017
2011-11-27,1597344.05540729
2011-11-28,1801813.37816965
2011-11-29,4006199.98403714
2011-11-30,3952573.10953686
2011-12-01,7023329.18320719
2011-12-02,1701747.33405934
2011-12-03,5880876.99678995
2011-12-04,3497818.47492249
2011-12-05,2481922.73707972
2011-12-06,2968867.74107792
2011-12-07,7331017.04273726
2011-12-08,5606281.75476241
2011-12-09,4598378.83543141
2011-12-10,1582158.14053382
2011-12-11,1140744.16245166
2011-12-12,820162.15402929
2011-12-13,733156.47992199
2011-12-14,342487.79629287
2011-12-15,435985.81458311
2011-12-16,453651.73867934
2011-12-17,481892.85431669
2011-12-18,333521.07744748
2011-12-19,336768.46875799
2011-12-20,470563.09919796
2011-12-21,540767.58653919
2011-12-22,559254.58045423
2011-12-23,442460.18645371
2011-12-24,246169.27748616
2011-12-25,310739.24931481
2011-12-26,295114.83102034
2011-12-27,705636.02436157
2011-12-28,659579.3652433
2011-12-29,280880.22008898
2011-12-30,499050.23000521
2011-12-31,272866.92339442
2012-01-01,265604.22795309
2012-01-02,339698.52567046
2012-01-03,259052.28688394
2012-01-04,262317.22801081
2012-01-05,422051.22285251
2012-01-06,661364.79260473
2012-01-07,592543.85013705
2012-01-08,319180.12071648
2012-01-09,350352.5422111
2012-01-10,441443.28520165
2012-01-11,380944.53242231
2012-01-12,382408.71993078
2012-01-13,393148.30670616
2012-01-14,363792.1333268
2012-01-15,339912.46431676
2012-01-16,268761.58497685
2012-01-17,427917.48032728
2012-01-18,457393.0865319
2012-01-19,349806.12093385
2012-01-20,394863.09299939
2012-01-21,358834.04139001
2012-01-22,295466.33139686
2012-01-23,278003.80369486
2012-01-24,282583.88972661
2012-01-25,381442.92433796
2012-01-26,431772.31772014
2012-01-27,390770.72213087
2012-01-28,349542.83915563
2012-01-29,264737.17577453
2012-01-30,329299.53046319
2012-01-31,318956.78558938
2012-02-01,345669.01828879
2012-02-02,431688.48650114
2012-02-03,357015.11605812
2012-02-04,383278.32679205
2012-02-05,354191.65454057
2012-02-06,337406.29418876
2012-02-07,325364.27590397
2012-02-08,308027.47088733
2012-02-09,307964.27673856
2012-02-10,264198.87311921
2012-02-11,323366.94258622
2012-02-12,454611.53630641
2012-02-13,308932.76347041
2012-02-14,513937.8891089
2012-02-15,1299272.23639517
2012-02-16,1430088.44079838
2012-02-17,1476018.39237124
2012-02-18,966876.13644168
2012-02-19,688656.71598142
2012-02-20,385469.2873293
2012-02-21,444619.51097825
2012-02-22,384242.62854165
2012-02-23,796783.54251122
2012-02-24,692837.84144502
2012-02-25,551353.73186222
2012-02-26,401596.01409887
2012-02-27,335578.50149568
2012-02-28,381080.20025769
2012-02-29,363387.49925658
2012-03-01,333369.38619844
2012-03-02,653484.13494154
2012-03-03,595944.45659808
2012-03-04,455759.10418187
2012-03-05,578930.57982306
2012-03-06,372809.39211619
2012-03-07,361748.436242
2012-03-08,366853.50947914
2012-03-09,526646.72873261
2012-03-10,598254.22309419
2012-03-11,386183.11148659
2012-03-12,404089.41988953
2012-03-13,638472.19640575
2012-03-14,491606.57476227
2012-03-15,635278.39310486
2012-03-16,452861.05743815
2012-03-17,495190.47633699
2012-03-18,481669.22883565
2012-03-19,352187.04905938
2012-03-20,467751.0374825
2012-03-21,482304.65602249
2012-03-22,504064.8617236
2012-03-23,868031.2612919
2012-03-24,784258.72495045
2012-03-25,805962.98174395
2012-03-26,412571.32971099
2012-03-27,534482.34518735
2012-03-28,575204.70484576
2012-03-29,662580.90881748
2012-03-30,1252798.53003927
2012-03-31,950258.28603138
2012-04-01,877000.89169003
2012-04-02,611434.57647994
2012-04-03,703953.94152921
