Date,Fee Percentage
2012-06-23,0.000846551
2012-06-24,0.00058129
2012-06-25,0.000791729
2012-06-26,0.000867101
2012-06-27,0.00111199
2012-06-28,0.00084573
2012-06-29,0.000467451
2012-06-30,0.000477991
2012-07-01,0.00108851
2012-07-02,0.000731669
2012-07-03,0.00161627
2012-07-04,0.000744304
2012-07-05,0.000605141
2012-07-06,0.000664932
2012-07-07,0.0011882
2012-07-08,0.00103722
2012-07-09,0.00142038
2012-07-10,0.00073071
2012-07-11,0.00112118
2012-07-12,0.00171413
2012-07-13,0.000944415
2012-07-14,0.000573539
2012-07-15,0.000670698
2012-07-16,0.00124424
2012-07-17,0.000975412
2012-07-18,0.000818003
2012-07-19,0.00170301
2012-07-20,0.00221832
2012-07-21,0.00177187
2012-07-22,0.000854328
2012-07-23,0.00124429
2012-07-24,0.000844033
2012-07-25,0.000951099
2012-07-26,0.00150532
2012-07-27,0.000744753
2012-07-28,0.000848954
2012-07-29,0.00118954
2012-07-30,0.00164314
2012-07-31,0.00206136
2012-08-01,0.000720454
2012-08-02,0.000889117
2012-08-03,0.00108859
2012-08-04,0.0017753
2012-08-05,0.00116111
2012-08-06,0.00131148
2012-08-07,0.00125771
2012-08-08,0.000953295
2012-08-09,0.0029564
2012-08-10,0.00362952
2012-08-11,0.000877528
2012-08-12,0.00116587
2012-08-13,0.00113386
2012-08-14,0.00136266
2012-08-15,0.00135099
2012-08-16,0.00197618
2012-08-17,0.00137447
2012-08-18,0.00107318
2012-08-19,0.00080704
2012-08-20,0.000362397
2012-08-21,0.000285968
2012-08-22,0.000447715
2012-08-23,0.000289156
2012-08-24,0.000257744
2012-08-25,0.000188562
2012-08-26,0.000540664
2012-08-27,0.000613165
2012-08-28,0.000431516
2012-08-29,0.000320503
2012-08-30,0.000178638
2012-08-31,0.000257049
2012-09-01,0.000313457
2012-09-02,0.000425727
2012-09-03,0.000547508
2012-09-04,0.0008894
2012-09-05,0.000455591
2012-09-06,0.000282667
2012-09-07,0.000112774
2012-09-08,0.000113208
2012-09-09,0.000301515
2012-09-10,0.00059623
2012-09-11,0.00011171
2012-09-12,0.000170372
2012-09-13,0.000176493
2012-09-14,0.0000873466
2012-09-15,0.000114384
2012-09-16,0.000203752
2012-09-17,0.000105954
2012-09-18,0.000111027
2012-09-19,0.000169026
2012-09-20,0.0000683057
2012-09-21,0.000119906
2012-09-22,0.00010942
2012-09-23,0.000104199
2012-09-24,0.000241853
2012-09-25,0.000353788
2012-09-26,0.000821702
2012-09-27,0.00114022
2012-09-28,0.00119325
2012-09-29,0.00231027
2012-09-30,0.00101778
2012-10-01,0.000819632
2012-10-02,0.00101804
2012-10-03,0.00154697
2012-10-04,0.00147026
2012-10-05,0.0105087
2012-10-06,0.00102428
2012-10-07,0.00119947
2012-10-08,0.00144535
2012-10-09,0.00158022
2012-10-10,0.00195615
2012-10-11,0.00273781
2012-10-12,0.00175433
2012-10-13,0.000750401
2012-10-14,0.000808271
2012-10-15,0.00128182
2012-10-16,0.00171945
2012-10-17,0.00104022
2012-10-18,0.00186813
2012-10-19,0.000518796
2012-10-20,0.000609578
2012-10-21,0.000680949
2012-10-22,0.00104926
2012-10-23,0.0011237
2012-10-24,0.000790645
2012-10-25,0.00113694
2012-10-26,0.00115038
2012-10-27,0.00171507
2012-10-28,0.000742862
2012-10-29,0.00142863
2012-10-30,0.00169466
2012-10-31,0.00056285
2012-11-01,0.000589411
2012-11-02,0.000818664
2012-11-03,0.00322163
2012-11-04,0.000991388
2012-11-05,0.000810676
2012-11-06,0.00120192
2012-11-07,0.00131067
2012-11-08,0.00165489
2012-11-09,0.00191136
2012-11-10,0.00231164
2012-11-11,0.00512163
2012-11-12,0.00414454
2012-11-13,0.00371535
2012-11-14,0.00235167
2012-11-15,0.00156986
2012-11-16,0.00124195
2012-11-17,0.000846519
2012-11-18,0.00102564
2012-11-19,0.00131835
2012-11-20,0.00208408
2012-11-21,0.00181129
2012-11-22,0.00343327
2012-11-23,0.00148144
2012-11-24,0.00230228
2012-11-25,0.00196684
2012-11-26,0.00353096
2012-11-27,0.0023994
2012-11-28,0.00579017
2012-11-29,0.0023314
2012-11-30,0.00243514
2012-12-01,0.00309414
2012-12-02,0.00410324
2012-12-03,0.00142951
2012-12-04,0.00107482
2012-12-05,0.00114648
2012-12-06,0.000936042
2012-12-07,0.000949297
2012-12-08,0.00124587
2012-12-09,0.00253828
2012-12-10,0.00176983
2012-12-11,0.00269626
2012-12-12,0.00198131
2012-12-13,0.000817948
2012-12-14,0.00112907
2012-12-15,0.00112093
2012-12-16,0.00154396
2012-12-17,0.00151436
2012-12-18,0.00187026
2012-12-19,0.00171305
2012-12-20,0.00304031
2012-12-21,0.00322285
2012-12-22,0.00228345
2012-12-23,0.00300109
2012-12-24,0.00357379
2012-12-25,0.00267233
2012-12-26,0.00402568
2012-12-27,0.00443753
2012-12-28,0.00440219
2012-12-29,0.0036098
2012-12-30,0.00303598
2012-12-31,0.00456249
2013-01-01,0.00172216
2013-01-02,0.00167378
2013-01-03,0.00174264
2013-01-04,0.00213644
2013-01-05,0.00164304
2013-01-06,0.00152996
2013-01-07,0.00312535
2013-01-08,0.0021642
2013-01-09,0.0015413
2013-01-10,0.00207444
2013-01-11,0.0106462
2013-01-12,0.0034231
2013-01-13,0.00392893
2013-01-14,0.00430706
2013-01-15,0.00300054
2013-01-16,0.00150028
2013-01-17,0.00199846
2013-01-18,0.00209293
2013-01-19,0.00229243
2013-01-20,0.00403733
2013-01-21,0.00280697
2013-01-22,0.00248848
2013-01-23,0.00239273
2013-01-24,0.00179975
2013-01-25,0.00266438
2013-01-26,0.00276677
2013-01-27,0.00358702
2013-01-28,0.00315751
2013-01-29,0.00254058
2013-01-30,0.00200533
2013-01-31,0.00131481
2013-02-01,0.00299058
2013-02-02,0.00295747
2013-02-03,0.00531857
2013-02-04,0.00386983
2013-02-05,0.00217404
2013-02-06,0.00218016
2013-02-07,0.00173671
2013-02-08,0.00279463
2013-02-09,0.00217347
2013-02-10,0.00257147
2013-02-11,0.00335701
2013-02-12,0.00378529
2013-02-13,0.00368051
2013-02-14,0.00475024
2013-02-15,0.00282986
2013-02-16,0.0046594
2013-02-17,0.00407426
2013-02-18,0.00392816
2013-02-19,0.00380254
2013-02-20,0.00310716
2013-02-21,0.00411856
2013-02-22,0.00459285
2013-02-23,0.0035377
2013-02-24,0.00389075
2013-02-25,0.00253006
2013-02-26,0.00362773
2013-02-27,0.00356655
2013-02-28,0.00374322
2013-03-01,0.00380653
2013-03-02,0.00411052
2013-03-03,0.00352844
2013-03-04,0.00492562
2013-03-05,0.00536222
2013-03-06,0.00272132
2013-03-07,0.00657713
2013-03-08,0.0039045
2013-03-09,0.00389715
2013-03-10,0.005151
2013-03-11,0.00493874
2013-03-12,0.0062371
2013-03-13,0.00364897
2013-03-14,0.00348284
2013-03-15,0.0044349
2013-03-16,0.00120902
2013-03-17,0.00138918
2013-03-18,0.00336794
2013-03-19,0.00100593
2013-03-20,0.00261166
2013-03-21,0.00203955
2013-03-22,0.0024056
2013-03-23,0.00474329
2013-03-24,0.00360731
2013-03-25,0.00419489
2013-03-26,0.00279838
2013-03-27,0.00200447
2013-03-28,0.00256184
2013-03-29,0.00343239
2013-03-30,0.0041539
2013-03-31,0.0036037
2013-04-01,0.00290289
2013-04-02,0.0029177
2013-04-03,0.0023951
2013-04-04,0.00320047
2013-04-05,0.00305685
2013-04-06,0.00288239
2013-04-07,0.0029229
2013-04-08,0.00497921
2013-04-09,0.00301993
2013-04-10,0.0022354
2013-04-11,0.00232286
2013-04-12,0.00266428
2013-04-13,0.00322003
2013-04-14,0.00312545
2013-04-15,0.00631965
2013-04-16,0.0070636
2013-04-17,0.00306669
2013-04-18,0.00447621
2013-04-19,0.00074988
2013-04-20,0.00305392
2013-04-21,0.00418366
2013-04-22,0.00331117
2013-04-23,0.00282645
2013-04-24,0.0038787
2013-04-25,0.00287364
2013-04-26,0.00376927
2013-04-27,0.00337636
2013-04-28,0.00511203
2013-04-29,0.00546783
2013-04-30,0.00240391
2013-05-01,0.00457653
2013-05-02,0.00368793
2013-05-03,0.00502314
2013-05-04,0.00563598
2013-05-05,0.00939754
2013-05-06,0.00702523
2013-05-07,0.00513882
2013-05-08,0.00481181
2013-05-09,0.00634702
2013-05-10,0.00932099
2013-05-11,0.00768249
2013-05-12,0.0084291
2013-05-13,0.0102923
2013-05-14,0.00514429
2013-05-15,0.00746234
2013-05-16,0.00811863
2013-05-17,0.0106496
2013-05-18,0.00643915
2013-05-19,0.00547786
2013-05-20,0.0113765
2013-05-21,0.00801457
2013-05-22,0.00687826
2013-05-23,0.00678347
2013-05-24,0.0079961
2013-05-25,0.00649293
2013-05-26,0.00644257
2013-05-27,0.00815392
2013-05-28,0.00730031
2013-05-29,0.00772572
2013-05-30,0.00665446
2013-05-31,0.00770302
2013-06-01,0.00666821
2013-06-02,0.0086775
2013-06-03,0.0113245
2013-06-04,0.00747244
2013-06-05,0.00833692
2013-06-06,0.00899888
2013-06-07,0.00541556
2013-06-08,0.00654195
2013-06-09,0.0105318
2013-06-10,0.00527576
2013-06-11,0.00746424
2013-06-12,0.00783749
2013-06-13,0.00758237
2013-06-14,0.00665159
2013-06-15,0.00513271
2013-06-16,0.00792051
2013-06-17,0.0060193
2013-06-18,0.00658891
2013-06-19,0.00595475
2013-06-20,0.00630122
2013-06-21,0.00950971
2013-06-22,0.00601584
2013-06-23,0.0130726
2013-06-24,0.0099054
2013-06-25,0.0063375
2013-06-26,0.00480812
2013-06-27,0.00642538
2013-06-28,0.00547241
2013-06-29,0.00706067
2013-06-30,0.00473452
2013-07-01,0.00731539
2013-07-02,0.00270222
2013-07-03,0.00483932
2013-07-04,0.00343505
2013-07-05,0.00277505
2013-07-06,0.00302703
2013-07-07,0.00425612
2013-07-08,0.00287892
2013-07-09,0.00395239
2013-07-10,0.00300748
2013-07-11,0.00240135
2013-07-12,0.00341207
2013-07-13,0.00302291
2013-07-14,0.00383167
2013-07-15,0.00410702
2013-07-16,0.00323332
2013-07-17,0.00368501
2013-07-18,0.00311165
2013-07-19,0.0037544
2013-07-20,0.00261538
2013-07-21,0.00479867
2013-07-22,0.00491363
2013-07-23,0.00365942
2013-07-24,0.00294891
2013-07-25,0.00310045
2013-07-26,0.00402423
2013-07-27,0.00261958
2013-07-28,0.00717298
2013-07-29,0.004027
2013-07-30,0.00394786
2013-07-31,0.00376936
2013-08-01,0.00559359
2013-08-02,0.00342587
2013-08-03,0.00316918
2013-08-04,0.00405923
2013-08-05,0.00587166
2013-08-06,0.00337153
2013-08-07,0.00551856
2013-08-08,0.00388169
2013-08-09,0.00688632
2013-08-10,0.00706239
2013-08-11,0.0058025
2013-08-12,0.00766393
2013-08-13,0.00298946
2013-08-14,0.00228929
2013-08-15,0.00333631
2013-08-16,0.00781479
2013-08-17,0.0043221
2013-08-18,0.00303994
2013-08-19,0.00575694
2013-08-20,0.00439666
2013-08-21,0.00353061
2013-08-22,0.00251471
2013-08-23,0.00486554
2013-08-24,0.00405153
2013-08-25,0.00499368
2013-08-26,0.00558521
2013-08-27,0.0056974
2013-08-28,0.00443174
2013-08-29,0.0321179
2013-08-30,0.00105406
2013-08-31,0.00526503
2013-09-01,0.00357416
2013-09-02,0.0030645
2013-09-03,0.00564828
2013-09-04,0.00338202
2013-09-05,0.00297779
2013-09-06,0.00374891
2013-09-07,0.00457782
2013-09-08,0.00408692
2013-09-09,0.00668377
2013-09-10,0.00295538
2013-09-11,0.00400145
2013-09-12,0.00271803
2013-09-13,0.00425497
2013-09-14,0.00331302
2013-09-15,0.00349254
2013-09-16,0.00709084
2013-09-17,0.00615765
2013-09-18,0.0477373
2013-09-19,0.0137244
2013-09-20,0.0106292
2013-09-21,0.00370895
2013-09-22,0.00599517
2013-09-23,0.00541028
2013-09-24,0.00393832
2013-09-25,0.00323948
2013-09-26,0.0037687
2013-09-27,0.00370978
2013-09-28,0.0119696
2013-09-29,0.00500292
2013-09-30,0.00464942
2013-10-01,0.00310635
2013-10-02,0.00365354
2013-10-03,0.00334499
2013-10-04,0.00393077
2013-10-05,0.00314766
2013-10-06,0.00592129
2013-10-07,0.00510147
2013-10-08,0.00460831
2013-10-09,0.00238693
2013-10-10,0.00342749
2013-10-11,0.00408478
2013-10-12,0.00282066
2013-10-13,0.00463465
2013-10-14,0.00434074
2013-10-15,0.00361403
2013-10-16,0.00411483
2013-10-17,0.00470642
2013-10-18,0.00422891
2013-10-19,0.00417486
2013-10-20,0.00363063
2013-10-21,0.00405773
2013-10-22,0.00354904
2013-10-23,0.00346587
2013-10-24,0.00421752
2013-10-25,0.00495533
2013-10-26,0.00181462
2013-10-27,0.0052732
2013-10-28,0.0112261
2013-10-29,0.00492298
2013-10-30,0.00202995
2013-10-31,0.00415245
2013-11-01,0.00451047
2013-11-02,0.00555148
2013-11-03,0.00367198
2013-11-04,0.00697778
2013-11-05,0.00527929
2013-11-06,0.0042568
2013-11-07,0.015818
2013-11-08,0.010387
2013-11-09,0.0101085
2013-11-10,0.00639731
2013-11-11,0.00583545
2013-11-12,0.00823529
2013-11-13,0.00204927
2013-11-14,0.00183215
2013-11-15,0.00201226
2013-11-16,0.000656124
2013-11-17,0.000972289
2013-11-18,0.00154102
2013-11-19,0.00126547
2013-11-20,0.00138666
2013-11-21,0.00149995
2013-11-22,0.00120421
2013-11-23,0.000987151
2013-11-24,0.00137059
2013-11-25,0.00116074
2013-11-26,0.0013447
2013-11-27,0.000626437
2013-11-28,0.00093945
2013-11-29,0.000899641
2013-11-30,0.00100651
2013-12-01,0.0010982
2013-12-02,0.00125786
2013-12-03,0.00146458
2013-12-04,0.00176166
2013-12-05,0.00146821
2013-12-06,0.00153142
2013-12-07,0.00163888
2013-12-08,0.00159655
2013-12-09,0.000943038
2013-12-10,0.00141577
2013-12-11,0.00210091
2013-12-12,0.00157268
2013-12-13,0.00155209
2013-12-14,0.00168178
2013-12-15,0.00199502
2013-12-16,0.00256937
2013-12-17,0.000745556
2013-12-18,0.000968298
2013-12-19,0.000936518
2013-12-20,0.00121048
2013-12-21,0.0017328
2013-12-22,0.00128306
2013-12-23,0.00123624
2013-12-24,0.00168875
2013-12-25,0.00122446
2013-12-26,0.00161229
2013-12-27,0.00216585
2013-12-28,0.00195763
2013-12-29,0.00202161
2013-12-30,0.00170713
2013-12-31,0.00145774
2014-01-01,0.00219067
2014-01-02,0.00176259
2014-01-03,0.00188582
2014-01-04,0.00160366
2014-01-05,0.00189095
2014-01-06,0.0014984
2014-01-07,0.00298418
2014-01-08,0.0016627
2014-01-09,0.00181352
2014-01-10,0.00213594
2014-01-11,0.00225583
2014-01-12,0.00288537
2014-01-13,0.00286592
2014-01-14,0.00226731
2014-01-15,0.00216891
2014-01-16,0.00280262
2014-01-17,0.00220635
2014-01-18,0.00347537
2014-01-19,0.00376439
2014-01-20,0.00186497
2014-01-21,0.00200917
2014-01-22,0.0025178
2014-01-23,0.00301464
2014-01-24,0.00329726
2014-01-25,0.00203385
2014-01-26,0.00266079
2014-01-27,0.00289962
2014-01-28,0.00146786
2014-01-29,0.00229619
2014-01-30,0.00274672
2014-01-31,0.00252754
2014-02-01,0.00357461
2014-02-02,0.00249666
2014-02-03,0.00222264
2014-02-04,0.00254066
2014-02-05,0.00180745
2014-02-06,0.00160789
2014-02-07,0.00250636
2014-02-08,0.00174935
2014-02-09,0.00221397
2014-02-10,0.0021983
2014-02-11,0.00162361
2014-02-12,0.00191739
2014-02-13,0.00259429
2014-02-14,0.00219132
2014-02-15,0.0023615
2014-02-16,0.00129715
2014-02-17,0.00195857
2014-02-18,0.00458767
2014-02-19,0.00264911
2014-02-20,0.00316827
2014-02-21,0.00260319
2014-02-22,0.00276226
2014-02-23,0.00308873
2014-02-24,0.00289895
2014-02-25,0.0019747
2014-02-26,0.00162976
2014-02-27,0.00211728
2014-02-28,0.00251658
2014-03-01,0.0027962
2014-03-02,0.00151763
2014-03-03,0.00197032
2014-03-04,0.00160748
2014-03-05,0.00170746
2014-03-06,0.00210261
2014-03-07,0.00233901
2014-03-08,0.000562733
2014-03-09,0.000718967
2014-03-10,0.00133492
2014-03-11,0.00107417
2014-03-12,0.00158093
2014-03-13,0.00156458
2014-03-14,0.00187328
2014-03-15,0.00225872
2014-03-16,0.00186464
2014-03-17,0.00322183
2014-03-18,0.00239196
2014-03-19,0.000370957
2014-03-20,0.00124493
2014-03-21,0.00203936
2014-03-22,0.00246963
2014-03-23,0.00427147
2014-03-24,0.00325576
2014-03-25,0.00192468
2014-03-26,0.0026526
2014-03-27,0.00296231
2014-03-28,0.00170953
2014-03-29,0.00150193
2014-03-30,0.0024458
2014-03-31,0.00180454
2014-04-01,0.00170706
2014-04-02,0.00180265
2014-04-03,0.00175078
2014-04-04,0.00172239
2014-04-05,0.00203159
2014-04-06,0.00153122
2014-04-07,0.00238915
2014-04-08,0.00303082
2014-04-09,0.00324836
2014-04-10,0.00337079
2014-04-11,0.00169488
2014-04-12,0.00182362
2014-04-13,0.00227287
2014-04-14,0.00248497
2014-04-15,0.0025092
2014-04-16,0.00242822
2014-04-17,0.0018052
2014-04-18,0.00183257
2014-04-19,0.001574
2014-04-20,0.00277631
2014-04-21,0.0025608
2014-04-22,0.00176996
2014-04-23,0.00180168
2014-04-24,0.00208714
2014-04-25,0.00339662
2014-04-26,0.00246668
2014-04-27,0.002719
2014-04-28,0.00386209
2014-04-29,0.00222906
2014-04-30,0.00222443
2014-05-01,0.00266871
2014-05-02,0.00249071
2014-05-03,0.0018015
2014-05-04,0.00182822
2014-05-05,0.00230076
2014-05-06,0.00220622
2014-05-07,0.0021823
2014-05-08,0.00160855
2014-05-09,0.000982985
2014-05-10,0.00126897
2014-05-11,0.00151092
2014-05-12,0.00221664
2014-05-13,0.00257106
2014-05-14,0.00180111
2014-05-15,0.00165196
2014-05-16,0.00156253
2014-05-17,0.00181555
2014-05-18,0.00194097
2014-05-19,0.0032079
2014-05-20,0.00213799
2014-05-21,0.000894466
2014-05-22,0.00177431
2014-05-23,0.00163582
2014-05-24,0.00103568
2014-05-25,0.00120947
2014-05-26,0.00125345
2014-05-27,0.00163588
2014-05-28,0.00129654
2014-05-29,0.00159498
2014-05-30,0.00182486
2014-05-31,0.00126852
2014-06-01,0.00161969
2014-06-02,0.00147334
2014-06-03,0.00121995
2014-06-04,0.00152387
2014-06-05,0.00115085
2014-06-06,0.00130857
2014-06-07,0.00104775
2014-06-08,0.00145188
2014-06-09,0.00116354
2014-06-10,0.00286609
2014-06-11,0.00196869
2014-06-12,0.00212329
2014-06-13,0.00114672
2014-06-14,0.00159967
2014-06-15,0.00198622
2014-06-16,0.00203397
2014-06-17,0.00168488
2014-06-18,0.00250058
2014-06-19,0.00233438
2014-06-20,0.00162743
2014-06-21,0.00194356
2014-06-22,0.00200009
2014-06-23,0.00172999
2014-06-24,0.00177356
2014-06-25,0.00129654
2014-06-26,0.00246248
2014-06-27,0.00196728
2014-06-28,0.00224054
2014-06-29,0.00273722
2014-06-30,0.00239884
2014-07-01,0.00172065
2014-07-02,0.00149121
2014-07-03,0.00136662
2014-07-04,0.00184003
2014-07-05,0.00263661
2014-07-06,0.00196003
2014-07-07,0.00248781
2014-07-08,0.00244322
2014-07-09,0.00330229
2014-07-10,0.00248978
2014-07-11,0.00220691
2014-07-12,0.00255769
2014-07-13,0.00187995
2014-07-14,0.00199011
2014-07-15,0.00231599
2014-07-16,0.00218018
2014-07-17,0.00217652
2014-07-18,0.00249038
2014-07-19,0.00237497
2014-07-20,0.0033797
2014-07-21,0.00313894
2014-07-22,0.00241106
2014-07-23,0.00311204
2014-07-24,0.0026522
2014-07-25,0.00199452
2014-07-26,0.00214915
2014-07-27,0.00279544
2014-07-28,0.00348339
2014-07-29,0.00213479
2014-07-30,0.00212448
2014-07-31,0.0026778
2014-08-01,0.00258531
2014-08-02,0.00232708
2014-08-03,0.00215585
2014-08-04,0.0021247
2014-08-05,0.00256975
2014-08-06,0.00199756
2014-08-07,0.00283339
2014-08-08,0.00256607
2014-08-09,0.00329777
2014-08-10,0.00263092
2014-08-11,0.00271671
2014-08-12,0.00218085
2014-08-13,0.00170087
2014-08-14,0.0017984
2014-08-15,0.00162323
2014-08-16,0.00166482
2014-08-17,0.00185262
2014-08-18,0.00724055
2014-08-19,0.00117621
2014-08-20,0.00205812
2014-08-21,0.0021322
2014-08-22,0.00148836
2014-08-23,0.00033937
2014-08-24,0.0012366
2014-08-25,0.0032322
2014-08-26,0.00124832
2014-08-27,0.000652953
2014-08-28,0.00081655
2014-08-29,0.00143476
2014-08-30,0.00170411
2014-08-31,0.00158524
2014-09-01,0.00166485
2014-09-02,0.00157832
2014-09-03,0.00204763
2014-09-04,0.00222938
2014-09-05,0.00254764
2014-09-06,0.00219806
2014-09-07,0.00666307
2014-09-08,0.00273177
2014-09-09,0.00245533
2014-09-10,0.00280627
2014-09-11,0.00263703
2014-09-12,0.00223619
2014-09-13,0.00234965
2014-09-14,0.00296365
2014-09-15,0.00301762
2014-09-16,0.00269096
2014-09-17,0.00323866
2014-09-18,0.00265244
2014-09-19,0.00174519
2014-09-20,0.00151085
2014-09-21,0.00137229
2014-09-22,0.00116711
2014-09-23,0.00219418
2014-09-24,0.0015396
2014-09-25,0.00143224
2014-09-26,0.00194923
2014-09-27,0.00861279
2014-09-28,0.00198946
2014-09-29,0.00232791
2014-09-30,0.00173821
2014-10-01,0.00183827
2014-10-02,0.00184878
2014-10-03,0.00190832
2014-10-04,0.00166255
2014-10-05,0.00193436
2014-10-06,0.00127551
2014-10-07,0.00113323
2014-10-08,0.00156195
2014-10-09,0.00137842
2014-10-10,0.00144639
2014-10-11,0.00129911
2014-10-12,0.00178319
2014-10-13,0.00237653
2014-10-14,0.00168796
2014-10-15,0.00151557
2014-10-16,0.00103029
2014-10-17,0.0011545
2014-10-18,0.00126084
2014-10-19,0.00173755
2014-10-20,0.00237681
2014-10-21,0.00156469
2014-10-22,0.002224
2014-10-23,0.00146898
2014-10-24,0.00117833
2014-10-25,0.00160279
2014-10-26,0.00130526
2014-10-27,0.00129187
2014-10-28,0.00126469
2014-10-29,0.00159517
2014-10-30,0.00179369
2014-10-31,0.00194553
2014-11-01,0.000998068
2014-11-02,0.00166088
2014-11-03,0.0025973
2014-11-04,0.00154501
2014-11-05,0.00120859
2014-11-06,0.00141591
2014-11-07,0.00179828
2014-11-08,0.00163905
2014-11-09,0.00193549
2014-11-10,0.00280659
2014-11-11,0.00144275
2014-11-12,0.00192587
2014-11-13,0.0012991
2014-11-14,0.000894166
2014-11-15,0.00135019
2014-11-16,0.00140726
2014-11-17,0.00176749
2014-11-18,0.00165886
2014-11-19,0.00132502
2014-11-20,0.00142692
2014-11-21,0.00126757
2014-11-22,0.000954279
2014-11-23,0.00142239
2014-11-24,0.00197054
2014-11-25,0.00162411
2014-11-26,0.00125911
2014-11-27,0.00117352
2014-11-28,0.00120898
2014-11-29,0.000856493
2014-11-30,0.00114458
2014-12-01,0.00129925
2014-12-02,0.00108437
2014-12-03,0.00102029
2014-12-04,0.00114458
2014-12-05,0.00134573
2014-12-06,0.00110243
2014-12-07,0.00181857
2014-12-08,0.00132969
2014-12-09,0.000949654
2014-12-10,0.00111153
2014-12-11,0.000947804
2014-12-12,0.00146176
2014-12-13,0.0011819
2014-12-14,0.0014795
2014-12-15,0.00197199
2014-12-16,0.00164401
2014-12-17,0.00148556
2014-12-18,0.0013532
2014-12-19,0.00119814
2014-12-20,0.00167202
2014-12-21,0.00169419
2014-12-22,0.00118046
2014-12-23,0.00141824
2014-12-24,0.0011069
2014-12-25,0.00145641
2014-12-26,0.00107433
2014-12-27,0.00272178
2014-12-28,0.00258316
2014-12-29,0.00174588
2014-12-30,0.00196907
2014-12-31,0.00116841
2015-01-01,0.00118685
2015-01-02,0.00170835
2015-01-03,0.00165245
2015-01-04,0.00131521
2015-01-05,0.00202953
2015-01-06,0.00140204
2015-01-07,0.00109445
2015-01-08,0.0010457
2015-01-09,0.00115034
2015-01-10,0.00119828
2015-01-11,0.00159099
2015-01-12,0.00107275
2015-01-13,0.00320334
2015-01-14,0.000853294
2015-01-15,0.000639628
2015-01-16,0.000673331
2015-01-17,0.000745034
2015-01-18,0.00121095
2015-01-19,0.0014141
2015-01-20,0.00142145
2015-01-21,0.00102634
2015-01-22,0.000920627
2015-01-23,0.0011275
2015-01-24,0.00134531
2015-01-25,0.000947048
2015-01-26,0.00141721
2015-01-27,0.000752128
2015-01-28,0.00122406
2015-01-29,0.00123736
2015-01-30,0.00125996
2015-01-31,0.00124397
2015-02-01,0.00158316
2015-02-02,0.00151657
2015-02-03,0.00123601
2015-02-04,0.00101434
2015-02-05,0.00104101
2015-02-06,0.000977738
2015-02-07,0.00124713
2015-02-08,0.00185222
2015-02-09,0.0018688
2015-02-10,0.00171172
2015-02-11,0.0017111
2015-02-12,0.0016672
2015-02-13,0.00169966
2015-02-14,0.0017077
2015-02-15,0.00207115
2015-02-16,0.00189556
2015-02-17,0.00210653
2015-02-18,0.00200607
2015-02-19,0.00175363
2015-02-20,0.00191383
2015-02-21,0.00190263
2015-02-22,0.0021385
2015-02-23,0.0026492
2015-02-24,0.00170299
2015-02-25,0.00201785
2015-02-26,0.00183236
2015-02-27,0.00120499
2015-02-28,0.00098603
2015-03-01,0.00215627
2015-03-02,0.00105784
2015-03-03,0.00081801
2015-03-04,0.0014446
2015-03-05,0.0016064
2015-03-06,0.00140251
2015-03-07,0.00199325
2015-03-08,0.00112233
2015-03-09,0.00060175
2015-03-10,0.00138996
2015-03-11,0.00135113
2015-03-12,0.00176784
2015-03-13,0.00128607
2015-03-14,0.00147325
2015-03-15,0.00155754
2015-03-16,0.00206869
2015-03-17,0.00159992
2015-03-18,0.00186751
2015-03-19,0.000957129
2015-03-20,0.00151951
2015-03-21,0.00197266
2015-03-22,0.00208443
2015-03-23,0.0026158
2015-03-24,0.00195792
2015-03-25,0.00141864
2015-03-26,0.00148375
2015-03-27,0.00145774
2015-03-28,0.00140258
2015-03-29,0.00200393
2015-03-30,0.00226598
2015-03-31,0.00179498
2015-04-01,0.00192652
2015-04-02,0.00156383
2015-04-03,0.0019924
2015-04-04,0.00200423
2015-04-05,0.00309507
2015-04-06,0.00322249
2015-04-07,0.00217207
2015-04-08,0.00196542
2015-04-09,0.00177425
2015-04-10,0.00213615
2015-04-11,0.00273767
2015-04-12,0.00269841
2015-04-13,0.00289172
2015-04-14,0.00181519
2015-04-15,0.00164409
2015-04-16,0.00191364
2015-04-17,0.00121861
2015-04-18,0.00127295
2015-04-19,0.00171643
2015-04-20,0.00124074
2015-04-21,0.00134248
2015-04-22,0.00120694
2015-04-23,0.00122758
2015-04-24,0.00138862
2015-04-25,0.00123698
2015-04-26,0.0104173
2015-04-27,0.00119894
2015-04-28,0.00119816
2015-04-29,0.0012275
2015-04-30,0.00132427
2015-05-01,0.00139226
2015-05-02,0.00111664
2015-05-03,0.00172617
2015-05-04,0.00151554
2015-05-05,0.00120292
2015-05-06,0.00135375
2015-05-07,0.00134279
2015-05-08,0.0012287
2015-05-09,0.00153256
2015-05-10,0.00148366
2015-05-11,0.00162751
2015-05-12,0.00147096
2015-05-13,0.00153076
2015-05-14,0.0013857
2015-05-15,0.00135437
2015-05-16,0.00161573
2015-05-17,0.00171662
2015-05-18,0.00210681
2015-05-19,0.00157067
2015-05-20,0.0012869
2015-05-21,0.00140908
2015-05-22,0.00152298
2015-05-23,0.00116239
2015-05-24,0.00138988
2015-05-25,0.00185686
2015-05-26,0.0016508
2015-05-27,0.00178344
2015-05-28,0.00139396
2015-05-29,0.00161355
2015-05-30,0.0017226
2015-05-31,0.00178474
2015-06-01,0.00419542
2015-06-02,0.00143763
2015-06-03,0.00129688
