Date,Bitcoin Core (BTC) Price
2012-10-11,12.07
2012-10-12,11.97
2012-10-13,12.01
2012-10-14,11.85
2012-10-15,11.82
2012-10-16,11.76
2012-10-17,11.78
2012-10-18,11.84
2012-10-19,11.88
2012-10-20,11.72
2012-10-21,11.7
2012-10-22,11.53
2012-10-23,11.67
2012-10-24,11.69
2012-10-25,11.64
2012-10-26,10.91
2012-10-27,10.27
2012-10-28,10.35
2012-10-29,10.58
2012-10-30,10.59
2012-10-31,10.75
2012-11-01,10.95
2012-11-02,10.82
2012-11-03,10.5
2012-11-04,10.54
2012-11-05,10.6
2012-11-06,10.7
2012-11-07,10.82
2012-11-08,10.92
2012-11-09,10.9
2012-11-10,10.81
2012-11-11,10.86
2012-11-12,10.75
2012-11-13,10.96
2012-11-14,10.94
2012-11-15,10.93
2012-11-16,11.23
2012-11-17,11.6
2012-11-18,11.7
2012-11-19,11.67
2012-11-20,11.74
2012-11-21,11.81
2012-11-22,11.72
2012-11-23,12.15
2012-11-24,12.3
2012-11-25,12.38
2012-11-26,12.43
2012-11-27,12.34
2012-11-28,12.13
2012-11-29,12.28
2012-11-30,12.42
2012-12-01,12.59
2012-12-02,12.54
2012-12-03,12.52
2012-12-04,12.58
2012-12-05,13.15
2012-12-06,13.32
2012-12-07,13.41
2012-12-08,13.42
2012-12-09,13.42
2012-12-10,13.3
2012-12-11,13.44
2012-12-12,13.52
2012-12-13,13.64
2012-12-14,13.67
2012-12-15,13.5
2012-12-16,13.47
2012-12-17,13.33
2012-12-18,13.24
2012-12-19,13.24
2012-12-20,13.43
2012-12-21,13.42
2012-12-22,13.46
2012-12-23,13.34
2012-12-24,13.24
2012-12-25,13.37
2012-12-26,13.33
2012-12-27,13.36
2012-12-28,13.35
2012-12-29,13.39
2012-12-30,13.44
2012-12-31,13.41
2013-01-01,13.46
2013-01-02,13.25
2013-01-03,13.28
2013-01-04,13.33
2013-01-05,13.46
2013-01-06,13.4
2013-01-07,13.45
2013-01-08,13.5
2013-01-09,13.71
2013-01-10,13.81
2013-01-11,14.08
2013-01-12,14.14
2013-01-13,14.19
2013-01-14,14.08
2013-01-15,14.44
2013-01-16,14.23
2013-01-17,14.62
2013-01-18,15.34
2013-01-19,15.65
2013-01-20,15.9
2013-01-21,15.66
2013-01-22,16.58
2013-01-23,17.23
2013-01-24,17.36
2013-01-25,17.33
2013-01-26,17.09
2013-01-27,17.42
2013-01-28,17.7
2013-01-29,18.51
2013-01-30,19.52
2013-01-31,19.59
2013-02-01,20.63
2013-02-02,20.67
2013-02-03,19.59
2013-02-04,20.64
2013-02-05,20.37
2013-02-06,20.56
2013-02-07,21.12
2013-02-08,21.88
2013-02-09,22.99
2013-02-10,23.5
2013-02-11,23.64
2013-02-12,24.32
2013-02-13,25.24
2013-02-14,25.5
2013-02-15,26.5
2013-02-16,27.01
2013-02-17,27.17
2013-02-18,26.54
2013-02-19,27.51
2013-02-20,28.96
2013-02-21,29.6
2013-02-22,29.75
2013-02-23,30.42
2013-02-24,29.73
2013-02-25,29.81
2013-02-26,30.25
2013-02-27,31.02
2013-02-28,31.13
2013-03-01,33.56
2013-03-02,34.36
2013-03-03,33.99
2013-03-04,34.2
2013-03-05,35.71
2013-03-06,41.1
2013-03-07,44.04
2013-03-08,41.79
2013-03-09,43.58
2013-03-10,46.05
2013-03-11,46.3
2013-03-12,47.83
2013-03-13,44.23
2013-03-14,46.59
2013-03-15,47
2013-03-16,47.95
2013-03-17,46.78
2013-03-18,47.09
2013-03-19,49.64
2013-03-20,57.1
2013-03-21,64.85
2013-03-22,70.31
2013-03-23,70.35
2013-03-24,63.08
2013-03-25,70.32
2013-03-26,77.64
2013-03-27,77.76
2013-03-28,87.1
2013-03-29,88.26
2013-03-30,89.49
2013-03-31,97.38
2013-04-01,92.69
2013-04-02,101.88
2013-04-03,112.04
2013-04-04,130.42
2013-04-05,140.22
2013-04-06,140.78
2013-04-07,141.56
2013-04-08,157.81
2013-04-09,184.48
2013-04-10,198.5
2013-04-11,165.09
2013-04-12,112.62
2013-04-13,95.84
2013-04-14,100.49
2013-04-15,93.41
2013-04-16,86.21
2013-04-17,67.27
2013-04-18,88.87
2013-04-19,100.95
2013-04-20,120.32
2013-04-21,124.55
2013-04-22,118.26
2013-04-23,124.42
2013-04-24,137.42
2013-04-25,146.94
2013-04-26,143.28
2013-04-27,133.92
2013-04-28,128.67
2013-04-29,133.23
2013-04-30,134.83
2013-05-01,138.17
2013-05-02,117.34
2013-05-03,105.81
2013-05-04,93.84
2013-05-05,110.8
2013-05-06,115.28
2013-05-07,115.65
2013-05-08,107.6
2013-05-09,113.15
2013-05-10,112.89
2013-05-11,117.48
2013-05-12,115.26
2013-05-13,114.32
2013-05-14,117.14
2013-05-15,114.07
2013-05-16,111.01
2013-05-17,115.66
2013-05-18,121.59
2013-05-19,121.86
2013-05-20,120.41
2013-05-21,120.86
2013-05-22,121.36
2013-05-23,121.56
2013-05-24,124.69
2013-05-25,130.38
2013-05-26,130.92
2013-05-27,133.39
2013-05-28,128.8
2013-05-29,127.99
2013-05-30,129.27
2013-05-31,128.86
2013-06-01,128.15
2013-06-02,128.54
2013-06-03,121.84
2013-06-04,119.15
2013-06-05,120.85
2013-06-06,121.64
2013-06-07,119.39
2013-06-08,111.63
2013-06-09,107.59
2013-06-10,99.48
2013-06-11,105.19
2013-06-12,107.77
2013-06-13,108.67
2013-06-14,104.43
2013-06-15,100.34
2013-06-16,100.2
2013-06-17,99.85
2013-06-18,101.21
2013-06-19,106.34
2013-06-20,107.36
2013-06-21,110.7
2013-06-22,108.23
2013-06-23,106.33
2013-06-24,103.5
2013-06-25,101.44
2013-06-26,102.97
2013-06-27,102.69
2013-06-28,100.94
2013-06-29,93.1
2013-06-30,94.75
2013-07-01,95.29
2013-07-02,87.39
2013-07-03,88.04
2013-07-04,78.25
2013-07-05,78.38
2013-07-06,68.04
2013-07-07,68.04
2013-07-08,71.14
2013-07-09,77.79
2013-07-10,74.74
2013-07-11,82.19
2013-07-12,88.26
2013-07-13,92
2013-07-14,91.74
2013-07-15,92.38
2013-07-16,95.28
2013-07-17,93.63
2013-07-18,92.63
2013-07-19,87.31
2013-07-20,88.99
2013-07-21,87.88
2013-07-22,86.79
2013-07-23,87.26
2013-07-24,89.17
2013-07-25,90.06
2013-07-26,91.57
2013-07-27,92.28
2013-07-28,91.22
2013-07-29,95.32
2013-07-30,96.25
2013-07-31,97.72
2013-08-01,101.28
2013-08-02,99.08
2013-08-03,99.01
2013-08-04,98.75
2013-08-05,99.58
2013-08-06,99.4
2013-08-07,100.61
2013-08-08,98.03
2013-08-09,96.81
2013-08-10,95.37
2013-08-11,95.48
2013-08-12,98.03
2013-08-13,99.54
2013-08-14,101.2
2013-08-15,104
2013-08-16,102.32
2013-08-17,101.2
2013-08-18,104.21
2013-08-19,104.52
2013-08-20,108.11
2013-08-21,111.43
2013-08-22,113.84
2013-08-23,112.92
2013-08-24,111.21
2013-08-25,112.55
2013-08-26,113.13
2013-08-27,114.43
2013-08-28,122.06
2013-08-29,121.7
2013-08-30,120.57
2013-08-31,127.83
2013-09-01,134.31
2013-09-02,131.89
2013-09-03,132.11
2013-09-04,132.48
2013-09-05,126.74
2013-09-06,122.25
2013-09-07,120.79
2013-09-08,120.98
2013-09-09,121.07
2013-09-10,124.93
2013-09-11,126.57
2013-09-12,129
2013-09-13,130.6
2013-09-14,129.69
2013-09-15,127.37
2013-09-16,128.29
2013-09-17,127.87
2013-09-18,129.67
2013-09-19,129.39
2013-09-20,127.23
2013-09-21,126.31
2013-09-22,125.84
2013-09-23,126.13
2013-09-24,125.16
2013-09-25,125.92
2013-09-26,127.22
2013-09-27,127.68
2013-09-28,129.85
2013-09-29,132.96
2013-09-30,129.74
2013-10-01,129.84
2013-10-02,127.69
2013-10-03,111.32
2013-10-04,122.84
2013-10-05,126.11
2013-10-06,124.17
2013-10-07,125.45
2013-10-08,124.77
2013-10-09,127.2
2013-10-10,127.89
2013-10-11,129.28
2013-10-12,133.07
2013-10-13,132.18
2013-10-14,135.38
2013-10-15,138.33
2013-10-16,141.6
2013-10-17,146.54
2013-10-18,148.02
2013-10-19,158.35
2013-10-20,167.51
2013-10-21,171.37
2013-10-22,183.73
2013-10-23,195.52
2013-10-24,199.84
2013-10-25,185.46
2013-10-26,177.58
2013-10-27,186.44
2013-10-28,188.72
2013-10-29,195.37
2013-10-30,201.5
2013-10-31,198.65
2013-11-01,205.55
2013-11-02,203.25
2013-11-03,204.16
2013-11-04,212.03
2013-11-05,227.65
2013-11-06,260.9
2013-11-07,267.87
2013-11-08,294.77
2013-11-09,333.74
2013-11-10,338.13
2013-11-11,335.45
2013-11-12,340.03
2013-11-13,358.66
2013-11-14,406.2
2013-11-15,413.8
2013-11-16,456.96
2013-11-17,444.98
2013-11-18,504.52
2013-11-19,653.75
2013-11-20,545.07
2013-11-21,644.17
2013-11-22,694.61
2013-11-23,772.31
2013-11-24,768.95
2013-11-25,773.23
2013-11-26,853.12
2013-11-27,901.68
2013-11-28,963.83
2013-11-29,1049.35
2013-11-30,1102.54
2013-12-01,1094.99
2013-12-02,951.58
2013-12-03,1031.68
2013-12-04,1080.61
2013-12-05,1091.44
2013-12-06,992.26
2013-12-07,776.36
2013-12-08,730.1
2013-12-09,817.61
2013-12-10,897.54
2013-12-11,946.85
2013-12-12,873.03
2013-12-13,894.43
2013-12-14,881.59
2013-12-15,859.13
2013-12-16,808.14
2013-12-17,706.87
2013-12-18,623.38
2013-12-19,562.33
2013-12-20,694.1
2013-12-21,626.2
2013-12-22,624.07
2013-12-23,629.45
2013-12-24,663.41
2013-12-25,669.09
2013-12-26,702.13
2013-12-27,760.84
2013-12-28,734.62
2013-12-29,725.49
2013-12-30,742.42
2013-12-31,757.71
2014-01-01,760.91
2014-01-02,771.3
2014-01-03,811.47
2014-01-04,819.23
2014-01-05,864.65
2014-01-06,957.35
2014-01-07,939.27
2014-01-08,842.64
2014-01-09,843.84
2014-01-10,842.98
2014-01-11,888.05
2014-01-12,897.51
2014-01-13,857.75
2014-01-14,845.5
2014-01-15,834.26
2014-01-16,866.23
2014-01-17,845.19
2014-01-18,817.63
2014-01-19,837.4
2014-01-20,855.48
2014-01-21,874.82
2014-01-22,870.64
2014-01-23,853.58
2014-01-24,833.93
2014-01-25,805.12
2014-01-26,854.89
2014-01-27,887.98
2014-01-28,787.18
2014-01-29,825.6
2014-01-30,821.93
2014-01-31,822.31
2014-02-01,827.55
2014-02-02,846.43
2014-02-03,831.2
2014-02-04,809.57
2014-02-05,841.51
2014-02-06,815.39
2014-02-07,785.62
2014-02-08,715.76
2014-02-09,680.58
2014-02-10,687.89
2014-02-11,673.81
2014-02-12,662.36
2014-02-13,653.72
2014-02-14,614.82
2014-02-15,659.26
2014-02-16,648.36
2014-02-17,608.54
2014-02-18,624.95
2014-02-19,614.93
2014-02-20,622.34
2014-02-21,562.62
2014-02-22,568.16
2014-02-23,600.64
2014-02-24,594.46
2014-02-25,547.14
2014-02-26,529.19
2014-02-27,581
2014-02-28,579.03
2014-03-01,567.93
2014-03-02,565.62
2014-03-03,557.3
2014-03-04,662.28
2014-03-05,665
2014-03-06,655.51
2014-03-07,658.71
2014-03-08,627.36
2014-03-09,616.06
2014-03-10,637.04
2014-03-11,626.45
2014-03-12,629.08
2014-03-13,633.59
2014-03-14,639.1
2014-03-15,627.99
2014-03-16,629.35
2014-03-17,630.53
2014-03-18,622.9
2014-03-19,613.84
2014-03-20,610.04
2014-03-21,583.67
2014-03-22,578.36
2014-03-23,562.2
2014-03-24,564.25
2014-03-25,574.88
2014-03-26,563.9
2014-03-27,581.1
2014-03-28,512.9
2014-03-29,501.32
2014-03-30,497.05
2014-03-31,462.2
2014-04-01,457.6
2014-04-02,478.67
2014-04-03,449.1
2014-04-04,442.61
2014-04-05,447.95
2014-04-06,457.53
2014-04-07,460.37
2014-04-08,449.64
2014-04-09,450.79
2014-04-10,437.47
2014-04-11,386.66
2014-04-12,414.53
2014-04-13,422.03
2014-04-14,413.6
2014-04-15,465.45
2014-04-16,500.99
2014-04-17,518.77
2014-04-18,498.45
2014-04-19,481.16
2014-04-20,496.48
2014-04-21,498.76
2014-04-22,494.62
2014-04-23,489.03
2014-04-24,486.85
2014-04-25,481.38
2014-04-26,461.23
2014-04-27,457.93
2014-04-28,440.41
2014-04-29,439.29
2014-04-30,443.31
2014-05-01,446.22
2014-05-02,455.13
2014-05-03,448.08
2014-05-04,436.12
2014-05-05,434.63
2014-05-06,430.67
2014-05-07,427.55
2014-05-08,438.17
2014-05-09,438.25
2014-05-10,446.24
2014-05-11,451.43
2014-05-12,439.36
2014-05-13,438.87
2014-05-14,437.84
2014-05-15,443.26
2014-05-16,444.92
2014-05-17,446.33
2014-05-18,446.42
2014-05-19,444.9
2014-05-20,460.48
2014-05-21,478.49
2014-05-22,490.43
2014-05-23,517.66
2014-05-24,524.19
2014-05-25,535.36
2014-05-26,566.38
2014-05-27,581.56
2014-05-28,573.32
2014-05-29,571.84
2014-05-30,583.53
2014-05-31,607.55
2014-06-01,619.78
2014-06-02,637.66
2014-06-03,644.3
2014-06-04,660.72
2014-06-05,639.39
2014-06-06,654.25
2014-06-07,650.66
2014-06-08,652.67
2014-06-09,647.99
2014-06-10,649.14
2014-06-11,651.43
2014-06-12,637.21
2014-06-13,605.43
2014-06-14,593.12
2014-06-15,570.85
2014-06-16,576.37
2014-06-17,594.26
2014-06-18,602.02
2014-06-19,603.48
2014-06-20,599.77
2014-06-21,591.11
2014-06-22,591.8
2014-06-23,599.1
2014-06-24,587.56
2014-06-25,584.29
2014-06-26,566.76
2014-06-27,579.23
2014-06-28,596.02
2014-06-29,606.34
2014-06-30,596.2
2014-07-01,631.09
2014-07-02,646.47
2014-07-03,649.16
2014-07-04,638.62
2014-07-05,632.62
2014-07-06,629.67
2014-07-07,633.77
2014-07-08,623.46
2014-07-09,622.52
2014-07-10,623.51
2014-07-11,617.73
2014-07-12,628.09
2014-07-13,632.6
2014-07-14,625.94
2014-07-15,620.97
2014-07-16,621.6
2014-07-17,617.79
2014-07-18,621.45
2014-07-19,624.57
2014-07-20,627.44
2014-07-21,623.25
2014-07-22,620.22
2014-07-23,620.65
2014-07-24,612.94
2014-07-25,602.84
2014-07-26,600.16
2014-07-27,595.1
2014-07-28,592.2
2014-07-29,583.73
2014-07-30,582.82
2014-07-31,571
2014-08-01,578.48
2014-08-02,594.19
2014-08-03,587.64
2014-08-04,585.39
2014-08-05,587.23
2014-08-06,584.01
2014-08-07,583.18
2014-08-08,586.43
2014-08-09,590.94
2014-08-10,588.25
2014-08-11,589.48
2014-08-12,578.94
2014-08-13,555.19
2014-08-14,548.18
2014-08-15,515.44
2014-08-16,499.4
2014-08-17,510.15
2014-08-18,496.57
2014-08-19,465.59
2014-08-20,481.54
2014-08-21,504.05
2014-08-22,519.8
2014-08-23,512.16
2014-08-24,500.74
2014-08-25,507.97
2014-08-26,503.12
2014-08-27,510.97
2014-08-28,508.96
2014-08-29,509.12
2014-08-30,508.91
2014-08-31,502.63
2014-09-01,482.43
2014-09-02,478.48
2014-09-03,477.75
2014-09-04,476.97
2014-09-05,487.62
2014-09-06,483.33
2014-09-07,482.07
2014-09-08,482.93
2014-09-09,472.59
2014-09-10,470.93
2014-09-11,480.79
2014-09-12,475.53
2014-09-13,474.44
2014-09-14,478.16
2014-09-15,477.25
2014-09-16,473.9
2014-09-17,455.35
2014-09-18,454.89
2014-09-19,426.72
2014-09-20,398.59
2014-09-21,408.04
2014-09-22,402.66
2014-09-23,399.96
2014-09-24,425.2
2014-09-25,425.22
2014-09-26,410.39
2014-09-27,399.63
2014-09-28,400.86
2014-09-29,384.12
2014-09-30,376.68
2014-10-01,384.7
2014-10-02,373.14
2014-10-03,375.96
2014-10-04,362.11
2014-10-05,334.94
2014-10-06,315.09
2014-10-07,333.68
2014-10-08,331
2014-10-09,345.6
2014-10-10,366.31
2014-10-11,359.67
2014-10-12,366.33
2014-10-13,369.74
2014-10-14,383.29
2014-10-15,402.46
2014-10-16,392.54
2014-10-17,381.82
2014-10-18,380.69
2014-10-19,387.64
2014-10-20,388.46
2014-10-21,381.29
2014-10-22,378.31
2014-10-23,381.92
2014-10-24,362.39
2014-10-25,356.69
2014-10-26,348.43
2014-10-27,350.32
2014-10-28,352.32
2014-10-29,353.86
2014-10-30,340.2
2014-10-31,342.12
2014-11-01,336.23
2014-11-02,326.35
2014-11-03,324.45
2014-11-04,326.45
2014-11-05,327.98
2014-11-06,341.03
2014-11-07,346.86
2014-11-08,342.99
2014-11-09,344.23
2014-11-10,357.54
2014-11-11,374.76
2014-11-12,366.74
2014-11-13,413.77
2014-11-14,418.8
2014-11-15,396.8
2014-11-16,379.74
2014-11-17,386.74
2014-11-18,388.9
2014-11-19,376.57
2014-11-20,376.93
2014-11-21,361.7
2014-11-22,351.01
2014-11-23,355.25
2014-11-24,363.06
2014-11-25,378.3
2014-11-26,377.93
2014-11-27,369.61
2014-11-28,369.79
2014-11-29,375.03
2014-11-30,376.28
2014-12-01,377.59
2014-12-02,379.24
2014-12-03,381.39
2014-12-04,377.54
2014-12-05,372.21
2014-12-06,372.56
2014-12-07,375.12
2014-12-08,375.34
2014-12-09,365.7
2014-12-10,352.35
2014-12-11,348.02
2014-12-12,349.98
2014-12-13,352.15
2014-12-14,347.43
2014-12-15,351.11
2014-12-16,340.24
2014-12-17,330.69
2014-12-18,320.79
2014-12-19,312.43
2014-12-20,314.99
2014-12-21,326.96
2014-12-22,322.57
2014-12-23,330.07
2014-12-24,334.74
2014-12-25,325.19
2014-12-26,318.48
2014-12-27,326.1
2014-12-28,316.53
2014-12-29,316.67
2014-12-30,314.42
2014-12-31,309.81
2015-01-01,316.9
2015-01-02,315.23
2015-01-03,315.03
2015-01-04,293.11
2015-01-05,271.68
2015-01-06,271.39
2015-01-07,282.85
2015-01-08,293.46
2015-01-09,287.17
2015-01-10,278.13
2015-01-11,277.14
2015-01-12,268.93
2015-01-13,268.91
2015-01-14,234.63
2015-01-15,192.13
2015-01-16,208.79
2015-01-17,208.81
2015-01-18,200.21
2015-01-19,209.06
2015-01-20,215.72
2015-01-21,211.52
2015-01-22,220
2015-01-23,232.36
2015-01-24,232.38
2015-01-25,246.29
2015-01-26,250.55
2015-01-27,273.97
2015-01-28,261.86
2015-01-29,240.7
2015-01-30,232.02
2015-01-31,228.99
2015-02-01,223.65
2015-02-02,223.54
2015-02-03,230.6
2015-02-04,229.09
2015-02-05,226.62
2015-02-06,218.86
2015-02-07,222.08
2015-02-08,227.2
2015-02-09,223.57
2015-02-10,220.59
2015-02-11,219.78
2015-02-12,220.27
2015-02-13,221.35
2015-02-14,236.64
2015-02-15,251.7
2015-02-16,239.64
2015-02-17,234.86
2015-02-18,241.45
2015-02-19,237.79
2015-02-20,239.72
2015-02-21,243
2015-02-22,244.41
2015-02-23,237.8
2015-02-24,239.13
2015-02-25,238.4
2015-02-26,237.49
2015-02-27,236.25
2015-02-28,252.63
2015-03-01,257.25
2015-03-02,253.49
2015-03-03,267.96
2015-03-04,279.85
2015-03-05,275.94
2015-03-06,273.65
2015-03-07,273.22
2015-03-08,275.99
2015-03-09,275.01
2015-03-10,286.53
2015-03-11,292.42
2015-03-12,295.09
2015-03-13,294.94
2015-03-14,287.83
2015-03-15,282.82
2015-03-16,282.14
2015-03-17,290.83
2015-03-18,287.38
2015-03-19,265.06
2015-03-20,258.2
2015-03-21,260.33
2015-03-22,259.99
2015-03-23,265.45
2015-03-24,265.95
2015-03-25,250.16
2015-03-26,246.17
2015-03-27,249.6
2015-03-28,247.5
2015-03-29,252.13
2015-03-30,243.86
2015-03-31,247.6
2015-04-01,244.67
2015-04-02,245.31
2015-04-03,251.39
2015-04-04,253.7
2015-04-05,253.04
2015-04-06,257.89
2015-04-07,255.91
2015-04-08,254.27
2015-04-09,246.78
2015-04-10,240.83
2015-04-11,236.57
2015-04-12,236.38
2015-04-13,236.41
2015-04-14,227.79
2015-04-15,220.4
2015-04-16,222.02
2015-04-17,228.26
2015-04-18,223.66
2015-04-19,223.03
2015-04-20,225.62
2015-04-21,224.39
2015-04-22,229.94
2015-04-23,235.37
2015-04-24,235.27
2015-04-25,229.53
2015-04-26,227.86
2015-04-27,218.85
2015-04-28,224.7
2015-04-29,225.68
2015-04-30,228.85
2015-05-01,235.08
2015-05-02,234.19
2015-05-03,235.37
2015-05-04,240.72
2015-05-05,238.75
2015-05-06,236.09
2015-05-07,233.32
2015-05-08,235.98
2015-05-09,242.98
2015-05-10,241.63
2015-05-11,240.85
2015-05-12,242.35
2015-05-13,241.84
2015-05-14,240.56
2015-05-15,238.53
2015-05-16,237.88
2015-05-17,236.94
2015-05-18,237.05
2015-05-19,235.09
2015-05-20,234.29
2015-05-21,234.42
2015-05-22,235.84
2015-05-23,239.64
2015-05-24,239.79
2015-05-25,240.56
2015-05-26,237.99
2015-05-27,237.61
2015-05-28,237.62
2015-05-29,237.88
2015-05-30,235.22
2015-05-31,233.87
2015-06-01,231.75
2015-06-02,224.65
2015-06-03,225.62
2015-06-04,226.09
2015-06-05,225.45
2015-06-06,225.47
2015-06-07,226.07
2015-06-08,224.38
2015-06-09,228.58
2015-06-10,230.18
2015-06-11,229.69
2015-06-12,230.41
2015-06-13,231.01
2015-06-14,234.94
2015-06-15,234.14
2015-06-16,236.98
2015-06-17,246.68
2015-06-18,250.58
2015-06-19,248.16
2015-06-20,246.24
2015-06-21,244.8
2015-06-22,244.19
2015-06-23,246.66
2015-06-24,244.9
2015-06-25,242.2
2015-06-26,243.07
2015-06-27,242.98
2015-06-28,249
2015-06-29,251.31
2015-06-30,254.95
2015-07-01,262.37
2015-07-02,259
2015-07-03,256.05
2015-07-04,258.58
2015-07-05,259.03
2015-07-06,268.72
2015-07-07,271.16
2015-07-08,266.53
2015-07-09,274.68
2015-07-10,269.38
2015-07-11,285.13
2015-07-12,292.12
2015-07-13,307.26
2015-07-14,289.22
2015-07-15,289.16
2015-07-16,288.1
2015-07-17,279.14
2015-07-18,278.05
2015-07-19,275.93
2015-07-20,273.69
2015-07-21,277.54
2015-07-22,277.66
2015-07-23,276.76
2015-07-24,280.17
2015-07-25,286.01
2015-07-26,288.34
2015-07-27,291.47
2015-07-28,292.7
2015-07-29,291.9
2015-07-30,290.83
2015-07-31,287.88
2015-08-01,285.02
2015-08-02,281.18
2015-08-03,281.43
2015-08-04,282.55
2015-08-05,284.78
2015-08-06,282.66
2015-08-07,279.43
2015-08-08,275.92
2015-08-09,267.89
2015-08-10,264.02
2015-08-11,264.33
2015-08-12,268.01
2015-08-13,266.05
2015-08-14,264.91
2015-08-15,265.8
2015-08-16,263.84
2015-08-17,258.76
2015-08-18,252.11
2015-08-19,241.71
2015-08-20,230.14
2015-08-21,234.01
2015-08-22,233.09
2015-08-23,227.41
2015-08-24,228.45
2015-08-25,215.25
2015-08-26,219.01
2015-08-27,226.32
2015-08-28,226.6
2015-08-29,230.39
2015-08-30,230.08
2015-08-31,228.79
2015-09-01,230.45
2015-09-02,229.36
2015-09-03,229.03
2015-09-04,228.22
2015-09-05,230.52
2015-09-06,234.14
2015-09-07,240.17
2015-09-08,240.43
2015-09-09,243.59
2015-09-10,240.26
2015-09-11,239.02
2015-09-12,238.35
2015-09-13,236.7
2015-09-14,231.66
2015-09-15,230.23
2015-09-16,230.4
2015-09-17,229.78
2015-09-18,233.01
2015-09-19,233.06
2015-09-20,232.09
2015-09-21,231.68
2015-09-22,229.18
2015-09-23,230.49
2015-09-24,230.88
2015-09-25,234.34
2015-09-26,235.38
2015-09-27,235.73
2015-09-28,233.55
2015-09-29,238.39
2015-09-30,237.95
2015-10-01,237.2
2015-10-02,238.9
2015-10-03,237.91
2015-10-04,239.33
2015-10-05,239.55
2015-10-06,240.01
2015-10-07,245.88
2015-10-08,244.84
2015-10-09,243.91
2015-10-10,244.77
2015-10-11,245.82
2015-10-12,249.43
2015-10-13,246.25
2015-10-14,249.49
2015-10-15,253.14
2015-10-16,255.27
2015-10-17,264.73
2015-10-18,269.65
2015-10-19,264.74
2015-10-20,264.43
2015-10-21,270.15
2015-10-22,272.37
2015-10-23,273.89
2015-10-24,277.57
2015-10-25,281.75
2015-10-26,288.55
2015-10-27,293.23
2015-10-28,294.32
2015-10-29,302.13
2015-10-30,311.67
2015-10-31,326.27
2015-11-01,334.23
2015-11-02,320.98
2015-11-03,347.73
2015-11-04,392.01
2015-11-05,438.82
2015-11-06,393.37
2015-11-07,372.47
2015-11-08,384.45
2015-11-09,379.37
2015-11-10,378.42
2015-11-11,346.11
2015-11-12,314.08
2015-11-13,330.86
2015-11-14,334.88
2015-11-15,333.9
2015-11-16,325.14
2015-11-17,327.75
2015-11-18,335.44
2015-11-19,334.99
2015-11-20,329.2
2015-11-21,321.77
2015-11-22,326.15
2015-11-23,323.97
2015-11-24,323.24
2015-11-25,321.26
2015-11-26,335.8
2015-11-27,347.14
2015-11-28,357.35
2015-11-29,356.8
2015-11-30,366.64
2015-12-01,373.97
2015-12-02,364.56
2015-12-03,358.25
2015-12-04,362.24
2015-12-05,362.1
2015-12-06,388.16
2015-12-07,392.95
2015-12-08,394.58
2015-12-09,404.63
2015-12-10,416.85
2015-12-11,423.3
2015-12-12,444.94
2015-12-13,431.9
2015-12-14,436.16
2015-12-15,442.7
2015-12-16,461.23
2015-12-17,455.18
2015-12-18,454.77
2015-12-19,461.99
2015-12-20,461.95
2015-12-21,447.36
2015-12-22,437.06
2015-12-23,437.05
2015-12-24,442.7
2015-12-25,454.47
2015-12-26,446.76
2015-12-27,422.72
2015-12-28,420.68
2015-12-29,422.21
2015-12-30,429.29
2015-12-31,428.74
2016-01-01,428.85
2016-01-02,433.36
2016-01-03,433.36
2016-01-04,428.82
2016-01-05,435.9
2016-01-06,432.62
2016-01-07,430.49
2016-01-08,454.29
2016-01-09,453.71
2016-01-10,447.46
2016-01-11,447.29
2016-01-12,448.09
2016-01-13,442.4
2016-01-14,430.24
2016-01-15,416.78
2016-01-16,380.95
2016-01-17,381.85
2016-01-18,383.97
2016-01-19,384.97
2016-01-20,384.51
2016-01-21,409.94
2016-01-22,406.89
2016-01-23,386.5
2016-01-24,391.01
2016-01-25,400.44
2016-01-26,393.52
2016-01-27,393.96
2016-01-28,392.71
2016-01-29,381.27
2016-01-30,378.36
2016-01-31,378.5
2016-02-01,374.88
2016-02-02,373.13
2016-02-03,374.48
2016-02-04,373.58
2016-02-05,386.49
2016-02-06,384.98
2016-02-07,377.2
2016-02-08,376.51
2016-02-09,374.29
2016-02-10,375.99
2016-02-11,380.99
2016-02-12,379.23
2016-02-13,385.62
2016-02-14,394.46
2016-02-15,404.94
2016-02-16,403.65
2016-02-17,409.41
2016-02-18,418.71
2016-02-19,421.63
2016-02-20,423.68
2016-02-21,437.93
2016-02-22,439.65
2016-02-23,436.45
2016-02-24,423.36
2016-02-25,424.75
2016-02-26,424.8
2016-02-27,429.78
2016-02-28,432.82
2016-02-29,435.08
2016-03-01,437.51
2016-03-02,434.55
2016-03-03,427.17
2016-03-04,420.8
2016-03-05,412.45
2016-03-06,402.65
2016-03-07,407.74
2016-03-08,413.29
2016-03-09,413.25
2016-03-10,413.98
2016-03-11,417.69
2016-03-12,419.3
2016-03-13,413.29
2016-03-14,414.15
2016-03-15,415.69
2016-03-16,416.77
2016-03-17,417.92
2016-03-18,418.18
2016-03-19,409.92
2016-03-20,409.34
2016-03-21,411.86
2016-03-22,412.92
2016-03-23,417.59
2016-03-24,417.98
2016-03-25,416.66
2016-03-26,417.48
2016-03-27,418.81
2016-03-28,424.96
2016-03-29,422.26
2016-03-30,416.09
2016-03-31,414.15
2016-04-01,416.24
2016-04-02,417.55
2016-04-03,419.67
2016-04-04,419.65
